Respondent,RLH,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40
1230,468,-0.88034,0.078222,-1.743926,-2.1279,-0.6658,-0.920234,-0.951846,-1.397081,1.692848,3.053195,0.748646,-0.821401,-0.854246,-1.548852,-0.605524,-0.952845,-1.173234,2.161441,0.453904,-2.149072,-1.927442,-2.084221,-1.374847,-0.064365,-2.619052,-1.127914,0.664491,-0.733384,-3.862143,-1.136612,-3.465384,-0.508766,-2.476183,-1.81153,-0.122252,-0.601046,0.5688,0.703319,-0.470267,0.554379
1231,202,1.134654,0.309425,2.054736,-0.576583,0.296455,0.282558,0.762978,1.341913,0.134161,0.363289,1.348237,0.560167,0.419253,0.216178,1.25868,0.112115,-0.104441,1.13454,0.022445,0.128058,1.313983,0.332075,-0.395446,0.847109,1.125868,1.219113,1.204041,1.20135,-0.240402,-0.261975,-0.159293,0.555513,0.491462,-0.383966,-0.194017,0.142681,0.092459,1.017455,-0.306644,0.456937
1232,420,4.012347,1.947237,2.455166,-0.297413,1.294044,0.848134,2.696296,-0.396229,0.813822,4.449455,2.65811,0.153911,4.17719,0.489512,3.611884,1.057403,4.590147,6.147203,5.391201,1.187758,3.722907,-2.967783,1.018807,1.931493,-0.246414,1.806514,3.423427,2.323951,0.551998,-0.08427,-1.200721,4.812989,2.449185,0.020153,3.154774,0.609329,1.133033,5.458545,1.802119,4.274691
1233,445,1.597257,-3.492094,0.735825,0.597107,-0.864984,0.470413,2.920023,-1.205737,-1.503349,2.007698,1.160871,-0.242731,2.325997,1.851014,1.899155,0.426188,-0.319084,3.758112,3.883025,0.101045,2.198396,-3.315017,1.243458,1.402271,-1.514192,1.671163,1.576805,0.960893,-2.092966,-1.247103,-2.789162,3.32105,1.908056,0.367001,1.742223,-0.648676,-0.485038,1.049056,0.260451,2.005735
1235,412,-2.510788,-1.005978,-0.872157,-2.911487,-1.156234,-1.986729,-0.139232,-3.25218,-1.37228,2.943141,-1.20581,-2.496577,-0.915113,-1.506182,-2.851317,-3.483368,-0.784381,0.305918,1.324151,-1.638289,-0.462684,-6.33835,-3.376954,-1.801934,-3.996387,-0.497701,-0.181084,-3.090009,-5.966597,-2.450093,-5.393706,0.31729,-2.541731,-2.212012,-0.304037,-2.721621,-2.323414,-1.017084,-1.313011,-2.392583
1236,500,2.557768,-3.602474,-0.889093,0.859392,-1.491769,-0.43233,0.926373,2.012872,-1.88814,-1.070885,0.547328,-0.732088,0.666964,3.312262,-0.75795,-0.614224,-3.896036,-0.929687,2.090817,-1.377504,0.590653,-3.852658,-4.1642,0.697648,-0.030327,1.781336,-3.088884,-0.20761,-3.46229,-2.978593,-4.950924,0.028198,0.10619,0.069174,-4.400643,-0.04031,0.163255,1.416955,-4.544594,0.569501
1238,580,1.8903,-2.739824,-1.179551,-1.66153,1.2624,0.633544,1.256873,-2.932163,-0.091865,5.06434,2.066486,0.931134,4.236915,1.174842,2.274086,0.932258,2.247032,5.892424,4.439908,0.041414,1.585928,-4.103249,-0.591314,2.140143,-2.164429,0.377237,2.378007,0.287406,-0.909098,-2.964247,-2.074507,5.32485,3.407399,0.10334,0.82111,-2.130837,0.722345,3.657672,0.192571,2.707557
1242,599,2.739945,-2.469548,0.07116,-1.12225,-2.529017,-1.606547,0.146226,-0.837791,-3.732998,-0.959348,-1.252525,-1.634378,1.606173,4.345369,-3.247802,-0.224706,-2.844169,0.939659,-0.254858,-1.076952,0.786599,-8.756163,-3.88735,0.083158,-0.7795,2.251617,-5.586317,-0.634673,-3.993684,-1.801069,-5.730472,0.601705,-0.148563,-0.592487,-0.58995,-1.043611,-2.646752,0.550088,-4.331715,0.695393
1244,488,-0.893318,-2.629778,-0.486815,-3.158475,-1.011405,-1.547203,-1.982984,-5.09166,-3.334594,-1.312018,-1.790995,-3.072254,-0.879201,-0.522299,0.044294,-2.177173,-1.792658,1.633306,0.549206,-2.869731,0.025231,-7.529621,-3.437483,-2.502216,-1.102968,-0.452304,-1.45035,-2.243325,-3.750894,-3.200225,-3.772658,0.696065,-0.409408,-2.214063,-0.237661,-2.888011,-2.433771,-1.039519,-3.021255,-3.522679
1246,553,-0.546733,0.071926,-0.051812,-1.894914,-1.04897,0.141976,-1.089356,-2.091774,-1.640973,2.727486,-0.032435,-2.005009,1.409714,-0.571225,-1.6345,-1.902563,2.969694,2.498978,2.73474,0.480077,0.08904,-5.967754,-1.006556,-1.786478,-2.890453,-0.360129,0.379226,-1.073656,-4.029199,-0.580246,-4.182055,2.066164,-1.004202,-0.188611,1.495266,-2.236199,-2.672979,-1.583697,1.175183,-0.728352
1247,428,2.638009,0.284542,2.114131,0.930314,-0.623838,0.073402,2.668613,0.707306,-0.434779,2.398866,1.067877,0.422403,2.360354,4.843926,0.395899,-0.000187,0.176408,2.940397,2.10241,0.501439,2.995132,-3.636105,2.323167,1.139482,0.145624,3.935982,0.174746,0.895141,-1.030107,2.246401,-1.799971,1.987853,1.471258,0.95646,1.378766,1.042951,-0.005677,1.652441,-1.167957,1.864585
1248,576,-0.266848,-4.518715,-2.114029,-1.839831,-1.066412,-1.254751,0.456745,-3.579647,-1.240686,2.233835,-0.850707,-2.300992,0.513902,-1.250331,-1.742647,-1.435494,0.241127,2.925361,2.688593,-0.727433,-1.095508,-6.126941,-2.744722,0.31812,-2.742105,0.246401,-1.972907,-0.877696,-6.520084,-4.084773,-6.425844,0.914306,2.035175,-0.933686,2.437372,-1.872998,-1.712465,0.339244,-1.713201,0.809262
1249,438,1.569564,-2.539006,-1.20752,0.720975,0.010196,-0.396518,1.665118,-0.803907,-0.910988,1.259542,-0.141872,-0.442216,2.537029,2.575833,-0.801097,-0.348392,0.849515,1.700884,4.143734,0.147561,0.621044,-4.112926,-1.805385,1.179688,-1.369405,0.864885,-0.174084,0.700328,-1.532479,-3.086107,-4.683193,2.732201,1.828853,0.660167,0.264989,-0.488783,-0.523629,0.313619,-2.372472,1.425041
1252,550,1.386486,-0.260867,-0.118669,-2.503536,-2.440854,-0.663846,0.690926,-0.983947,-1.333916,1.112409,0.975791,-1.680436,-0.459797,0.743832,0.576118,-1.606814,0.527938,2.683288,2.028048,0.011871,-3.415916,-1.653167,-2.862848,0.826146,-1.03044,1.528225,0.712166,2.256517,-0.198253,-0.660892,-7.143632,2.2294,0.856712,-0.993691,3.642694,-0.580526,-0.454143,2.747162,-0.945525,2.633993
1255,409,-1.13123,-3.791667,-1.808202,-0.646331,-2.943646,-4.677138,-1.40308,-0.18349,-2.605947,-2.926834,-2.172125,-2.966135,-1.774385,1.527991,-3.498339,-2.677935,-6.417175,-2.068896,-0.976824,-2.671818,-2.743279,-1.35575,-4.605021,-0.367134,-0.852558,-0.083884,-2.529968,-1.188235,-4.527675,-2.857743,-5.154594,-3.118233,-1.748488,-1.680351,-4.114693,-2.272317,-1.219015,-0.828135,-4.924097,-2.242422
1257,460,-0.838453,0.536763,-0.470814,-1.109574,-0.174853,-2.544482,-0.345664,-0.797472,-1.246835,-0.584611,-1.022233,-2.123275,-0.786363,-0.943635,-2.570403,-3.316818,-1.85871,1.287174,0.911204,-1.465719,-0.017271,-3.592901,-1.603715,-0.649287,-3.064423,0.305323,-0.780448,-1.800147,-4.583831,-1.937671,-7.017976,0.548345,1.033733,-1.52676,-1.152805,1.367037,-0.47854,-0.299325,-3.303265,-2.756172
1258,502,0.505325,-3.035963,-1.373263,-1.793113,-1.091154,-2.151537,-0.057388,-2.604124,-1.535352,-0.200455,-0.818621,-3.118323,0.550816,-0.160433,-0.119242,-2.726808,-2.626837,2.763614,2.625792,-2.203736,0.237224,-4.67954,-3.832889,-0.617376,-2.969655,-0.141945,-1.120182,-2.696795,-4.971992,-3.176073,-6.291461,1.538251,2.204535,-1.34714,-1.581379,-2.07375,-0.480462,0.952541,-3.637349,-1.233229
1259,593,0.735596,-2.279486,-2.443277,-3.766652,-1.113039,-0.027452,-0.885241,-2.673348,-1.28179,3.831276,2.281325,-1.095394,2.486961,-0.858598,2.466648,-2.885104,1.482139,4.818071,4.453277,-1.504339,-0.482891,-6.667854,-2.508953,1.037331,-4.325515,0.054165,1.622326,-0.26823,-3.351395,-3.52239,-5.177541,4.007707,2.267685,-2.222867,0.375667,-1.285977,-0.816255,2.435271,0.600502,1.515602
1260,429,0.03713,0.945076,3.540619,-0.062417,-1.160763,-1.672522,-0.114917,-1.132211,-2.266094,0.289309,-2.124431,-0.955371,-0.291433,1.003459,-1.202943,0.089613,-2.099073,-0.406492,0.442434,-0.255978,1.071047,-5.97499,-2.60007,0.174534,-0.713521,1.354681,-1.067311,0.271868,-4.357576,-0.253772,-5.298834,-0.212851,-0.178313,0.93472,2.054483,-0.027584,-1.153108,-0.706244,-2.856153,0.118949
1262,658,-4.686433,0.386835,-2.408831,-7.066003,-4.553829,-4.859002,-4.512111,-8.556861,-1.063431,0.758134,-4.308909,-5.948988,-4.66393,-7.451162,-7.414308,-7.128864,-2.901278,1.676731,-0.945811,-3.669033,-5.139437,-9.927382,-6.167563,-5.239207,-7.048285,-2.208824,-1.831531,-6.268446,-9.801871,-2.788434,-10.193651,-1.347332,-2.980853,-4.588987,0.305533,-4.685229,-2.350905,-4.55936,-3.002825,-5.287219
1264,509,0.582449,-1.058635,-0.951277,-3.530441,-1.625935,-1.08454,0.498195,-3.628867,-0.398827,4.355982,0.001377,-3.004745,1.003201,-0.028009,-3.198163,-3.116746,3.148469,2.301375,3.696993,-1.31935,-0.84688,-3.795392,-1.5832,-0.226944,-2.128857,-0.100695,1.115628,-2.026593,-2.25423,-2.518709,-5.772548,2.94873,1.722496,-1.685167,1.165441,-2.851406,-0.978556,3.085719,1.256985,0.685833
1265,525,-2.669631,-0.687401,-1.825317,-3.881766,-3.907996,-1.830921,-3.412603,-3.229971,-1.641974,-0.856733,-1.073191,-3.385886,-1.729689,-2.822353,1.301096,-5.073844,-3.460487,1.371155,-1.525231,-2.510037,-5.045454,-6.316634,-5.530437,-2.389644,-4.788134,-1.077063,-2.254673,-0.489512,-8.0541,-2.875087,-7.093455,-0.903747,-1.479612,-3.501518,-1.488227,-1.086768,-3.726973,-2.989168,-3.881282,-1.322262
1266,533,-2.158637,-1.205271,-2.935386,-5.495965,-3.74989,-2.68966,-2.243119,-5.113935,-1.949798,0.730237,-2.333414,-5.295981,-1.949759,-3.308616,-3.890669,-3.81103,-4.168368,2.212815,1.132289,-3.205219,-2.381462,-8.690529,-4.964612,-2.429461,-5.835633,-2.147382,0.185531,-4.515138,-7.710679,-4.043172,-6.835061,1.780356,-1.379992,-4.182876,-1.12119,-4.598541,-1.945324,-2.431033,-2.167545,-3.346861
1267,250,-0.031563,-0.293488,-0.054565,-0.840078,0.095357,-0.701231,-0.265846,-0.781968,-0.059191,0.983866,0.45966,0.482075,0.6904,1.119919,0.758155,0.514703,0.226726,0.969828,-3.183635,-0.812444,-0.141128,-1.062219,-0.303121,0.933414,-0.773489,0.308584,1.083131,0.343678,-0.342873,0.171403,-0.536411,-0.177464,0.141594,-1.220243,0.360071,0.027823,-0.356915,-0.16655,-0.084981,-0.30745
1268,360,-0.337941,0.154229,0.647007,-0.253378,-1.23736,-0.056193,-1.974703,-1.657596,0.170638,1.735932,-0.811609,-1.366456,-0.51516,-0.808036,0.237035,-1.583666,0.082177,2.12276,0.445968,1.19278,-0.968866,-4.672773,-1.99868,-0.814186,-2.660053,0.696021,0.71223,0.221766,-2.869478,-1.198338,-3.220013,1.752854,-1.73297,-0.064129,0.974408,-1.346508,-0.771012,-0.696861,-3.082209,-1.271106
1273,390,0.350752,0.392097,0.913932,-1.414975,-0.601477,0.173368,1.261374,-0.896768,-0.552722,1.702344,0.488235,-1.537511,-0.592467,0.141366,1.29909,-0.904955,-0.21042,1.839,-2.5214,0.419149,-0.370751,-2.734707,-1.320257,0.983302,-1.80912,3.232729,1.699329,0.918121,-1.98143,-0.392095,-3.540348,2.04805,0.989482,-0.984498,1.328822,-1.451942,0.614878,0.840979,-0.688784,1.250582
1275,391,0.667138,-1.917821,-1.639588,-2.332249,-0.861162,-0.798472,1.228094,-0.690373,-1.417194,0.559285,-0.386654,-1.031135,0.189577,1.699911,-0.240206,-1.049471,-0.956834,0.354963,1.142332,-1.297026,0.365855,-3.944036,-3.565971,1.249774,-0.601608,1.591726,-0.615039,-0.331949,-0.132907,-2.133604,-5.49017,1.335857,1.517676,-0.705136,0.054525,-0.054765,0.434099,1.237537,-2.096154,0.347505
1276,593,-1.273156,-2.778819,-0.346464,-3.134003,-6.553105,-3.559101,-2.53744,-5.219526,-4.355909,-0.100029,-2.709431,-5.173459,-1.652307,-0.616284,-8.066126,-4.193098,-4.41262,0.635518,1.33333,-1.0464,-0.787286,-10.856008,-5.622518,-2.319718,-3.805045,-1.496022,-3.652519,-3.497077,-9.554767,-3.203593,-9.823881,-0.109895,-1.940329,-1.588437,-0.50626,-3.232064,-3.573979,-1.120757,-3.638034,-1.845332
1277,486,-0.340758,1.99995,1.080964,-0.239516,0.855853,0.578216,1.277928,-2.011914,1.466619,1.182105,-0.46595,-1.294006,-0.201239,-1.140148,0.546172,-2.330412,1.353233,2.082836,1.036133,0.372093,1.209512,-2.135928,-0.695505,0.048012,-2.31863,1.787492,3.413189,-0.676567,-1.476145,-0.719935,-1.177122,2.344407,0.863902,0.104096,1.389542,-0.807418,1.276069,-0.809686,0.462601,-1.093019
1278,334,0.220433,0.393199,-0.07138,-1.030125,0.818794,-0.355246,0.748059,-0.954736,1.363567,2.95916,1.542461,-0.300535,1.960152,-2.532132,2.295437,-0.959228,-0.03013,3.044197,2.051132,0.194685,1.348468,-1.513047,-0.733017,0.301589,-3.038293,-0.515769,2.010594,-0.939833,-2.894412,0.044963,-2.132609,2.014277,1.047787,-0.899617,0.027647,-1.180673,1.133391,0.611542,0.16672,-0.170259
1279,528,1.026307,0.95434,-0.517145,-2.903863,-4.462782,-0.376192,-1.009755,-4.220995,-1.855471,1.967476,-0.764355,-4.267592,-0.171319,-0.432477,-0.092757,-3.606333,0.289713,3.515499,2.757927,-0.091657,-3.938942,-6.856384,-3.074504,-1.077775,-2.926572,-0.502043,1.609253,0.813683,-3.208118,-1.342154,-6.676963,4.505208,-1.914939,-1.83187,2.058548,-2.296011,-2.237457,0.016944,0.1777,1.548044
128,389,-0.996515,-1.04035,-0.727678,-2.624487,-1.922716,-1.521225,-0.830773,-4.436828,-0.686842,3.386499,-1.138502,-2.716626,0.265388,-0.739094,-0.540055,-2.716931,-0.51909,2.834013,0.84759,-1.186046,-0.765986,-6.68645,-2.397076,-1.732394,-4.073986,-0.445055,0.247708,-0.513187,-3.976522,-1.2226,-4.107537,1.406385,-1.310099,-2.653632,0.726367,-2.84634,-1.077765,-0.620304,-0.693707,-1.489636
1280,489,0.222556,-3.112339,-1.126561,-0.9484,-0.884659,-0.566987,1.12164,-3.919978,-2.254113,-0.309071,0.839281,-2.070996,1.600884,1.125739,1.207703,-0.812246,-3.554416,0.742058,2.876053,-1.66754,2.303101,-2.669732,-2.599878,0.561116,-2.599272,1.26994,-0.345669,-0.033949,-4.690664,-3.682373,-4.926295,1.568147,0.955774,-1.304019,-2.744273,-2.164783,-1.922904,2.256805,1.528507,1.483577
1282,499,1.364049,1.717122,0.560771,-2.003476,2.26759,2.12818,1.754319,-1.176771,1.068962,5.349603,1.302067,-1.554955,2.877,-0.627037,2.727116,-1.28649,5.907769,4.542242,4.787157,2.009153,0.376382,-2.634701,1.175144,1.354572,-1.220872,0.673689,5.13639,2.40962,1.711682,-3.466924,-0.641022,5.288068,2.373555,0.117621,3.129237,-1.395746,0.405405,3.558585,4.078929,3.39264
1283,237,1.660912,0.759717,1.1611,0.749985,0.530837,0.978381,0.785194,0.458605,-0.354428,-0.625158,0.783367,0.98626,0.688146,0.020657,3.519443,0.552954,0.18124,2.228012,0.816951,-0.001548,1.501478,-0.730911,0.149099,1.39681,0.49423,1.619711,1.510279,1.041226,0.184324,0.167772,-0.633216,1.536034,0.623977,0.863577,0.079952,0.463221,0.021217,0.812728,1.295394,0.625266
1284,516,-1.385869,-1.584433,-1.837943,1.772385,1.075484,-1.217917,0.708281,3.650215,-1.995092,-1.580591,-0.830386,-0.075966,-1.641806,1.194559,-2.694405,1.326564,-3.314544,-3.186302,-4.840826,-2.104078,3.498936,0.140557,-0.690492,-1.387236,0.037839,1.592453,-2.720315,-2.287589,-2.286805,-0.91182,-2.468375,-3.206607,-1.514594,-1.018941,-3.771255,1.749938,0.391728,-1.270963,-3.901345,-4.563414
1285,314,-2.491945,-2.269104,-1.492052,-1.370464,-2.180349,-0.707115,-0.482138,-1.496842,-1.0849,-0.2442,-1.802033,-2.94224,-1.874031,-0.564982,-0.467315,-2.218342,-3.076293,-1.947382,-1.403138,-1.9099,-0.711092,-2.536286,-3.7543,-1.35618,-1.81897,0.307994,-0.951906,-1.71768,-3.947816,-2.951246,-3.17571,-1.029933,-0.720712,-1.913166,-2.101444,-1.484028,0.105375,-1.803635,-1.916619,-3.143435
1286,494,0.721274,-2.538499,0.19712,0.700591,2.351664,-1.138266,1.58448,-0.022522,-1.151539,0.334344,1.660525,0.609318,2.279662,0.360482,3.490716,-0.798514,-0.109048,2.260644,1.724126,0.24267,1.542429,-1.172088,-1.010851,0.774258,-1.047239,3.917992,0.511074,0.495544,-3.744742,-1.429913,-2.287923,-0.469259,3.2324,0.833168,-1.320718,0.204265,0.077825,1.032732,-2.107495,0.949945
1288,482,-0.902225,-0.150048,-1.631614,-3.720064,-2.448888,-0.186101,-1.352166,-4.172329,-2.575246,-0.258229,-0.609726,-3.884343,-0.846064,-2.229825,-1.950343,-4.234808,-2.20192,2.789591,0.914743,-2.063906,-2.415474,-6.468863,-4.794305,-1.308836,-4.043381,-0.858654,-0.161243,-0.9055,-5.50486,-4.49832,-8.071438,1.352923,-0.106533,-2.266267,-0.655913,-2.949597,-1.685787,-0.200033,-1.705368,-0.415894
1289,424,0.189331,-0.519959,-1.359277,-2.232079,3.580579,0.377535,0.349962,-0.759388,0.695686,4.070047,0.889147,-0.608194,1.056756,-2.520962,0.343919,-0.570036,3.319087,2.425636,1.998743,-1.769751,0.003828,-2.510325,-0.184373,0.433167,-4.071408,1.019228,3.556512,-0.22594,-3.187343,-2.833081,-2.514407,1.29802,0.828405,-0.817171,1.031945,-1.185763,0.986812,0.931385,-0.408965,0.516241
1290,438,-0.328746,-4.007103,-0.931442,-0.343962,-1.420752,1.101815,-0.389846,-1.238976,-2.312477,-0.931646,0.430338,-1.730803,1.655598,1.621629,1.844192,-0.585297,-2.617978,1.243308,-0.203017,-2.973676,1.176325,-5.987452,-2.787256,0.223059,-2.416206,-0.016975,-1.69155,0.013606,-3.66609,-1.486518,-2.705821,0.925973,1.204942,-1.821257,-3.643543,-1.063684,-1.283831,-0.384131,-2.976466,-1.163219
1291,424,1.044509,-0.734576,2.820189,0.626712,-1.499342,-1.82174,0.612005,-0.274897,-0.932682,0.301169,0.201222,-0.756585,-0.026319,2.000205,-1.419433,-1.340839,-0.890718,2.246267,0.661043,-0.582506,0.214428,-2.04227,-2.099555,2.750779,-0.711788,1.285277,-0.098015,-1.824318,-2.147714,0.635174,-4.006622,1.036597,-0.730717,-0.821638,0.240807,-0.847229,0.150022,1.456414,-1.291824,1.579777
1292,427,-0.134583,-2.623198,-1.073252,-2.093901,-2.147332,-1.925688,-1.129531,-4.314302,-3.033208,-1.771176,-0.902341,-2.274846,0.917695,0.395114,-1.875265,-0.067357,-2.387802,0.617565,0.053868,-0.574845,-0.677341,-5.62706,-3.275029,-0.712737,-0.822199,-0.224115,-2.519368,-0.398303,-2.737151,-3.807095,-5.088872,1.475962,0.32231,-2.445975,-1.969237,-2.637594,-1.463645,0.837776,-3.525702,-0.97878
1293,360,2.206846,-0.390054,2.632777,2.371336,-0.990635,-0.00247,1.477239,-0.118725,-1.219616,-0.026304,0.159459,0.449698,0.75012,3.413686,-0.642106,0.233371,-1.149649,1.149613,1.838784,0.736647,1.949861,-3.243774,-2.204857,1.385954,1.216799,2.009852,-1.13917,1.787588,-1.71867,-0.318626,-2.713102,1.48983,0.706783,1.938508,0.885934,-0.830369,-0.686337,0.68065,-2.244815,2.012229
1294,306,-0.736923,-1.7862,-0.216745,-0.900185,-1.112989,-0.4747,0.618719,-0.710511,-0.407437,0.511911,0.548905,-1.079386,-0.344068,0.565443,0.541626,-1.193556,-1.452692,0.749223,0.883327,-0.250093,-0.628849,-2.338146,-2.414565,0.940123,-2.487803,0.828753,-1.061239,-0.570402,-2.387346,-2.087997,-5.070019,0.453031,-0.163244,-0.812857,-0.378191,-0.980391,0.313415,0.751631,-0.75516,0.552363
1295,440,2.8759,-1.058493,-0.095133,-0.04097,2.202022,0.444134,2.652985,-0.587953,-0.425955,2.925544,0.981331,-1.382145,3.504634,1.273919,1.510861,-0.150382,2.064314,2.097125,5.023562,1.331212,1.424643,-1.89936,0.97536,1.480631,-0.214151,1.436937,1.5963,2.350585,1.52789,-2.860143,-3.284726,3.303494,3.656966,1.866544,1.89673,0.288657,0.471747,3.490779,0.720584,2.6027
1296,463,0.075401,-0.788201,-2.799285,-2.815706,-2.350095,0.277948,-0.375969,-2.708778,-2.442555,1.275115,0.033928,-1.007387,-0.168769,-1.004978,2.503462,-1.62803,1.148818,2.099404,1.681579,-0.090511,-1.459818,-1.950647,-2.816266,0.722327,-2.170608,-1.483573,1.680838,1.436082,-0.595541,-2.81694,-4.474297,0.315395,0.358863,-0.585018,2.765703,-2.089999,-1.539437,1.721936,0.000235,1.212679
1297,315,1.325717,0.786496,0.68079,0.452557,0.448386,0.848636,1.001581,-0.708873,0.50083,2.432853,0.804192,0.045986,1.134772,1.495449,0.405095,1.661039,1.363067,2.08645,1.694424,0.656986,2.283019,-1.376497,0.685123,1.128219,-0.634786,-0.805607,1.208011,0.368656,0.680869,0.39385,-0.882144,0.974925,1.083648,0.473106,0.952782,0.051768,0.255195,0.966519,0.523681,0.865424
1298,530,-0.06632,-2.11971,-1.996531,-0.342696,1.563249,-1.260694,1.830437,1.108108,-0.82336,0.821436,0.811834,-1.550905,0.252913,-1.678885,-1.035262,-0.806825,-0.052752,1.243937,2.470787,-0.080417,-0.082319,-0.213241,-2.566856,0.402499,-2.746016,1.824043,2.371408,-0.415235,-4.96336,-4.850851,-4.142778,-0.296124,1.042012,0.004095,-1.035391,-0.423833,0.964472,0.702148,-4.661834,0.0277
13,501,-0.416537,2.844684,2.992611,-0.458721,-6.590606,-1.006849,-2.357709,-3.023993,-2.986712,-2.419183,-1.727653,-1.518302,-3.116201,1.253428,-1.085676,-1.2887,-4.460011,-0.642778,-2.758947,-0.62507,-1.999625,-5.539718,-3.60808,-0.572626,-0.786844,-0.126343,-3.490299,0.143334,-2.769856,1.970953,-2.938132,-0.464683,-2.406931,-0.225378,0.002798,-1.152928,-3.323323,-1.819759,-1.192455,-2.236492
130,441,-1.85932,-4.22197,-0.408223,-0.560002,-1.987876,-2.024271,0.192484,-0.960725,-1.66729,-2.317995,-1.762454,-2.430498,-1.090051,1.073961,-2.217478,-1.668476,-4.828912,-0.875924,-0.684871,-2.608077,-0.3905,-2.891025,-4.165978,-0.471363,-2.143116,1.148778,-2.786976,-2.775659,-4.593089,-2.446454,-5.653276,-0.498302,-0.250135,-1.990602,-3.035446,-1.442945,1.031214,-1.049817,-4.511138,-2.829176
1300,497,3.156775,-3.239968,0.544259,0.913636,-0.373651,1.668426,2.147561,1.989388,-2.078233,-1.310099,3.087033,2.160514,3.701885,3.115109,4.081455,2.047312,0.62904,3.712078,2.248821,1.738665,3.869292,-0.130424,-0.835896,3.762892,0.953353,2.220237,1.214958,2.592692,1.494646,-2.991204,-1.4079,2.375656,4.978245,0.716826,0.314936,0.944583,0.448871,3.996009,-0.568585,3.626465
1301,407,0.197431,1.710328,-2.06299,-2.716887,-2.562384,0.220128,-0.293939,-3.149307,-0.933855,1.430141,-0.594215,-3.443513,-0.16397,-1.523698,0.523399,-3.620114,-0.605655,2.882612,1.716217,-0.766879,-0.989517,-4.998585,-2.425054,-0.482246,-3.042534,0.315255,1.098636,-0.686442,-2.903817,-3.066271,-4.99684,0.671759,1.307073,-1.802339,-1.275105,-1.508093,0.441696,0.920866,-2.343221,0.675413
1302,472,-0.868249,-2.308068,-2.37883,-2.682038,-0.842583,-1.051063,-0.635109,-2.562079,-1.082123,2.135068,0.446284,-1.620764,1.613736,-0.349981,-0.742008,-4.651381,-0.499979,1.959527,1.121389,-1.07505,-2.404287,-4.574972,-3.395475,0.176425,-2.962805,-0.189514,0.221224,-1.122476,-4.859127,-3.386308,-5.372138,1.133311,0.076598,-1.412005,-0.645319,-2.654614,-2.799269,-0.772702,-2.455974,-0.299802
1303,537,0.29831,-4.501988,0.233647,-0.879245,-3.006134,-0.543763,0.379772,-1.742657,-2.924616,-2.237661,0.746641,-1.710672,0.427479,4.053625,0.077464,0.406883,-3.078441,0.201549,-3.781617,-0.516577,-0.908364,-3.566548,-2.497302,1.734658,-0.49674,1.411122,-1.517919,3.290039,-2.46778,-2.427098,-4.034992,0.020596,0.425389,-1.121294,-0.601555,-2.304194,-3.681516,0.728996,-4.024957,1.628059
1305,367,0.021508,-0.544814,0.316143,1.180249,0.311574,0.013208,1.262075,0.062865,-0.934427,-0.839159,-0.075926,-0.837558,-0.121637,2.933361,-0.417084,0.778497,-2.339906,-0.931894,-3.052416,-0.49331,0.472501,-1.481369,-0.850751,0.104956,-0.224363,1.676723,0.534491,0.341786,-1.833586,-0.12173,-1.972733,-1.009423,0.305054,0.245524,-0.63818,1.06925,1.575689,-1.289497,-2.430137,-0.773029
1306,531,-0.074606,0.248168,-1.847063,-4.314369,-2.452708,-0.660031,-2.348873,-4.20112,-0.561825,1.573249,-0.976709,-2.312274,0.046691,-2.861786,1.664036,-2.18493,0.788234,3.107813,1.336432,-0.13565,-3.581858,-4.40724,-2.909841,-0.635652,-3.306222,-0.976941,0.890881,0.803682,-3.88466,-2.492753,-4.132856,0.881859,-1.01414,-1.555264,1.797315,-3.122707,-1.456005,0.196062,0.062602,0.537156
1307,432,2.380486,-0.708732,-0.173497,-1.317027,-0.635068,2.479227,1.646589,-0.769222,-0.72088,3.97479,1.853339,-0.231313,2.369909,1.321304,2.032335,0.07008,1.766738,3.674111,4.27725,1.021296,1.238402,-4.275277,-1.527628,2.605128,-0.677953,0.978077,2.114974,0.110676,-0.83448,-1.590101,-2.845619,3.077906,2.332597,0.582403,2.435712,-0.777345,0.541413,3.058867,1.567612,3.414417
1308,400,-1.553789,0.656653,-0.106071,-1.9959,-1.730054,-3.381562,0.102209,-2.828253,-1.290485,0.008171,-2.444925,-3.543981,-1.128153,1.270756,-3.335242,-2.64453,-2.48652,0.04904,-0.186107,-1.652073,-1.053397,-5.022079,-3.097906,-0.841962,-0.149772,-0.024111,-1.190023,-3.378637,-2.985894,-2.162392,-4.147625,0.296512,-0.018335,-1.772597,-0.860808,-1.13483,-0.996203,-0.884158,-2.309958,-2.71102
1311,456,-4.889644,-3.01961,-1.656065,-4.042055,-4.156396,-5.141683,-2.884409,-6.57593,-1.931028,-1.44373,-5.813672,-4.958675,-4.626251,-2.811695,-5.552064,-5.852552,-4.310579,-2.734655,-4.539036,-3.745869,-4.728987,-5.599915,-5.576549,-4.298864,-6.099572,-3.06286,-3.252322,-5.031177,-8.516076,-1.654841,-7.413567,-3.713321,-3.571428,-4.119789,-2.438484,-3.496985,-3.147848,-5.913978,-4.352234,-5.298566
