Version,Set,Item1,Item2,Item3,Item4,Item5
84,1,10,17,9,6,20
84,2,3,13,19,4,15
84,3,7,12,17,8,14
84,4,14,11,4,12,18
84,5,16,18,8,19,2
84,6,16,20,18,9,5
84,7,13,12,1,5,6
84,8,4,1,11,10,2
84,9,11,7,20,3,15
84,10,6,16,15,13,8
84,11,1,3,17,10,7
84,12,19,2,14,9,5
85,1,3,10,19,17,18
85,2,16,14,3,19,11
85,3,5,8,10,18,12
85,4,9,5,11,1,8
85,5,17,19,6,11,20
85,6,12,13,16,2,7
85,7,13,7,10,6,14
85,8,7,1,13,15,9
85,9,2,17,1,12,3
85,10,15,18,2,4,6
85,11,5,4,14,16,20
85,12,8,15,9,20,4
86,1,17,9,13,3,16
86,2,19,12,7,16,6
86,3,18,3,4,11,12
86,4,7,6,3,5,2
86,5,11,7,8,4,10
86,6,15,8,17,14,19
86,7,6,14,16,9,1
86,8,10,11,18,9,13
86,9,13,5,15,19,2
86,10,20,1,5,18,15
86,11,2,10,20,14,8
86,12,1,4,12,20,17
87,1,9,10,6,11,14
87,2,4,13,19,10,5
87,3,12,15,4,14,10
87,4,20,19,6,1,3
87,5,3,16,12,15,5
87,6,20,2,3,17,16
87,7,8,9,2,6,12
87,8,13,17,8,5,11
87,9,14,7,11,1,18
87,10,18,15,7,16,9
87,11,4,17,7,2,1
87,12,19,20,18,8,13
88,1,18,3,9,20,11
88,2,3,9,12,19,4
88,3,5,19,15,7,1
88,4,6,5,14,17,18
88,5,1,8,10,16,19
88,6,17,15,2,10,9
88,7,12,13,20,18,2
88,8,14,6,5,12,17
88,9,16,4,8,7,6
88,10,10,16,11,7,20
88,11,8,14,13,3,1
88,12,2,11,4,15,13
89,1,9,1,16,4,14
89,2,15,10,14,13,3
89,3,15,11,17,6,16
89,4,18,2,19,5,10
89,5,7,17,9,8,19
89,6,11,12,19,20,14
89,7,17,20,13,5,8
89,8,9,5,6,3,4
89,9,8,18,3,2,7
89,10,7,13,1,10,12
89,11,16,1,12,11,15
89,12,6,4,2,18,20
90,1,4,18,16,13,17
90,2,10,20,5,4,16
90,3,19,3,17,1,11
90,4,20,7,6,12,3
90,5,1,6,15,20,10
90,6,3,19,10,5,13
90,7,13,8,14,6,2
90,8,12,15,18,9,7
90,9,2,14,7,19,9
90,10,11,2,8,1,9
90,11,14,17,4,15,18
90,12,5,16,11,8,12
91,1,11,16,20,14,7
91,2,16,18,1,19,13
91,3,19,12,8,17,15
91,4,18,12,20,8,3
91,5,14,9,20,15,5
91,6,13,7,3,14,1
91,7,4,9,11,19,6
91,8,16,5,4,2,11
91,9,6,2,17,7,10
91,10,10,4,15,3,8
91,11,5,6,2,18,1
91,12,9,13,10,17,12
92,1,3,9,5,13,2
92,2,2,14,16,3,15
92,3,12,14,19,2,4
92,4,20,19,15,7,6
92,5,15,13,12,6,11
92,6,7,11,18,8,5
92,7,17,1,9,10,4
92,8,10,3,6,11,18
92,9,8,20,13,16,9
92,10,1,5,7,12,17
92,11,17,8,1,4,20
92,12,14,10,19,18,16
93,1,18,16,8,6,17
93,2,6,8,1,9,12
93,3,12,2,16,10,20
93,4,9,1,2,11,19
93,5,3,4,5,20,19
93,6,5,15,11,17,14
93,7,20,17,9,14,10
93,8,15,10,7,5,18
93,9,8,19,13,16,7
93,10,1,12,14,18,3
93,11,2,11,4,13,6
93,12,4,7,3,15,13
94,1,13,18,12,19,17
94,2,11,3,18,10,8
94,3,19,6,1,4,13
94,4,5,8,10,6,14
94,5,9,3,17,2,16
94,6,6,16,3,1,5
94,7,4,9,18,12,15
94,8,7,5,12,9,16
94,9,13,20,17,7,11
94,10,8,7,11,4,14
94,11,14,19,15,20,2
94,12,10,15,2,1,20
95,1,20,6,1,11,18
95,2,11,2,13,17,10
95,3,1,18,16,9,5
95,4,17,13,9,3,14
95,5,3,10,6,12,19
95,6,15,12,10,16,4
95,7,20,14,4,13,5
95,8,19,7,5,2,8
95,9,7,20,12,4,3
95,10,6,17,14,16,7
95,11,18,1,8,15,2
95,12,19,9,11,8,15
96,1,16,3,15,8,6
96,2,12,8,20,5,17
96,3,2,4,18,14,12
96,4,4,11,19,14,1
96,5,13,6,20,1,9
96,6,11,13,16,12,10
96,7,8,2,9,20,3
96,8,17,18,7,19,2
96,9,9,1,7,14,10
96,10,18,15,13,19,16
96,11,10,5,6,7,15
96,12,3,17,4,11,5
97,1,2,12,8,13,7
97,2,7,11,3,18,13
97,3,14,10,4,16,8
97,4,15,20,7,9,11
97,5,5,11,10,2,20
97,6,6,14,18,9,4
97,7,12,19,2,5,6
97,8,1,5,14,13,12
97,9,1,16,17,3,18
97,10,15,17,19,6,3
97,11,8,4,15,17,1
97,12,16,20,19,10,9
98,1,4,9,5,7,6
98,2,18,4,11,15,13
98,3,5,8,9,18,19
98,4,2,14,13,8,6
98,5,11,12,14,3,19
98,6,7,3,20,17,14
98,7,20,15,5,12,16
98,8,10,19,17,4,7
98,9,9,1,3,10,12
98,10,18,10,1,20,8
98,11,16,2,13,15,17
98,12,2,6,16,11,1
99,1,13,7,10,11,20
99,2,17,1,2,5,4
99,3,3,19,8,16,4
99,4,14,5,15,9,11
99,5,19,7,2,1,3
99,6,12,10,6,2,9
99,7,11,9,12,17,8
99,8,14,16,19,20,18
99,9,20,18,4,6,17
99,10,10,13,18,7,16
99,11,14,6,12,8,15
99,12,5,15,3,13,1
100,1,19,11,17,12,6
100,2,3,14,10,5,8
100,3,1,2,14,16,7
100,4,8,12,7,1,15
100,5,16,7,11,4,12
100,6,6,13,20,19,1
100,7,17,18,5,14,13
100,8,15,20,18,10,5
100,9,4,8,9,3,13
100,10,9,15,6,18,2
100,11,3,4,2,11,20
100,12,17,16,9,19,10
101,1,9,5,16,6,19
101,2,6,16,8,20,4
101,3,12,3,5,4,18
101,4,13,20,8,12,11
101,5,16,17,1,5,11
101,6,7,18,6,3,9
101,7,3,17,20,15,14
101,8,4,1,15,2,10
101,9,10,11,14,1,19
101,10,2,12,7,14,18
101,11,8,10,17,13,2
101,12,15,19,13,7,9
102,1,11,2,9,15,17
102,2,8,14,4,16,15
102,3,18,19,12,17,20
102,4,10,3,11,6,4
102,5,5,8,11,18,7
102,6,1,13,16,12,14
102,7,19,15,3,2,16
102,8,12,13,10,1,3
102,9,13,9,20,2,5
102,10,5,6,19,10,18
102,11,7,17,14,9,6
102,12,20,4,1,8,7
103,1,13,6,4,14,10
103,2,2,7,16,20,12
103,3,11,10,15,9,12
103,4,14,2,19,5,11
103,5,20,14,13,18,19
103,6,6,16,5,13,7
103,7,12,5,17,4,1
103,8,18,8,2,6,3
103,9,15,20,3,1,9
103,10,7,3,11,17,15
103,11,16,18,10,8,17
103,12,1,9,8,19,4
104,1,4,12,7,19,16
104,2,9,2,20,17,13
104,3,18,1,4,10,2
104,4,17,19,12,6,20
104,5,19,8,13,15,5
104,6,16,11,9,3,14
104,7,9,4,18,13,15
104,8,5,12,3,7,10
104,9,6,14,1,15,8
104,10,3,17,2,14,5
104,11,10,20,7,11,8
104,12,1,11,6,16,18
105,1,20,4,14,15,19
105,2,15,16,17,5,18
105,3,4,5,13,9,3
105,4,19,15,10,12,6
105,5,7,1,5,20,14
105,6,2,10,7,4,17
105,7,11,3,16,6,20
105,8,12,18,14,10,9
105,9,9,7,18,3,8
105,10,8,19,1,2,11
105,11,13,6,17,11,1
105,12,2,13,8,12,16
106,1,1,9,15,16,10
106,2,17,10,19,8,3
106,3,14,12,6,3,8
106,4,19,11,1,18,13
106,5,4,9,12,20,2
106,6,15,14,18,7,2
106,7,7,16,19,14,13
106,8,18,20,3,1,12
106,9,16,2,10,5,20
106,10,11,4,5,13,6
106,11,8,5,9,17,11
106,12,17,6,4,7,15
107,1,6,1,12,13,17
107,2,3,7,2,6,1
107,3,2,15,16,4,18
107,4,13,9,3,19,7
107,5,14,3,17,9,16
107,6,10,17,11,18,14
107,7,15,13,6,20,10
107,8,5,12,19,11,4
107,9,12,8,15,2,11
107,10,9,7,20,5,19
107,11,20,18,8,16,4
107,12,14,8,1,10,5
108,1,6,12,14,8,9
108,2,20,2,11,1,14
108,3,5,11,2,6,16
108,4,4,19,7,17,1
108,5,13,4,14,2,3
108,6,7,10,4,9,18
108,7,12,18,15,11,7
108,8,3,20,10,15,13
108,9,17,6,5,8,20
108,10,16,15,12,3,5
108,11,10,16,9,19,1
108,12,18,17,8,13,19
109,1,5,14,19,10,2
109,2,20,2,9,12,17
109,3,19,3,6,7,2
109,4,11,13,18,14,9
109,5,17,10,15,4,6
109,6,14,4,13,16,12
109,7,1,19,3,11,15
109,8,8,9,20,4,11
109,9,10,8,6,18,7
109,10,3,18,16,20,17
109,11,1,5,12,13,16
109,12,8,1,7,15,5
110,1,11,3,18,10,12
110,2,19,1,4,12,17
110,3,13,17,2,8,15
110,4,7,13,10,2,9
110,5,4,5,8,19,3
110,6,6,11,7,9,16
110,7,18,20,15,5,19
110,8,2,12,1,9,5
110,9,16,11,13,3,8
110,10,1,6,20,18,14
110,11,6,20,4,14,10
110,12,16,15,17,7,14
111,1,8,3,2,19,10
111,2,2,16,19,18,6
111,3,10,7,11,17,4
111,4,15,18,12,17,13
111,5,19,8,16,1,20
111,6,12,14,5,6,3
111,7,7,13,1,4,5
111,8,9,4,18,2,16
111,9,12,7,20,10,11
111,10,15,1,13,20,3
111,11,5,14,17,8,9
111,12,11,15,14,9,6
112,1,20,5,11,7,2
112,2,9,17,14,11,1
112,3,13,11,5,18,8
112,4,2,16,8,12,15
112,5,18,9,15,1,19
112,6,14,19,7,8,12
112,7,3,20,16,17,7
112,8,4,6,9,3,20
112,9,17,6,10,16,13
112,10,12,15,19,14,4
112,11,10,2,6,1,13
112,12,4,10,3,5,18
113,1,17,5,6,12,18
113,2,14,10,3,15,11
113,3,13,5,20,15,9
113,4,1,3,2,18,17
113,5,5,8,9,10,16
113,6,16,18,1,14,7
113,7,8,4,12,3,1
113,8,6,2,17,19,11
113,9,7,13,4,2,14
113,10,20,7,8,6,15
113,11,11,16,20,4,19
113,12,9,12,19,13,10
114,1,18,19,9,4,2
114,2,8,6,11,13,4
114,3,3,7,5,15,6
114,4,2,14,18,20,3
114,5,1,9,10,7,12
114,6,19,17,14,7,8
114,7,3,18,13,11,12
114,8,13,17,16,12,20
114,9,15,19,17,5,11
114,10,9,1,4,16,6
114,11,16,15,5,2,10
114,12,20,8,1,14,10
115,1,14,16,3,19,13
115,2,15,3,8,6,1
115,3,11,9,12,8,2
115,4,18,20,13,7,14
115,5,10,11,18,16,8
115,6,7,12,13,2,5
115,7,6,18,7,20,9
115,8,19,2,6,12,20
115,9,17,10,15,1,19
115,10,4,14,10,5,17
115,11,17,4,3,9,15
115,12,16,1,11,5,4
116,1,5,20,14,11,19
116,2,11,5,2,3,1
116,3,8,13,19,9,18
116,4,13,11,4,15,7
116,5,12,15,20,14,4
116,6,7,17,16,10,3
116,7,9,16,5,6,14
116,8,19,10,18,6,12
116,9,20,8,2,17,1
116,10,1,6,8,13,7
116,11,10,3,9,4,2
116,12,15,12,16,17,18
117,1,7,4,15,19,16
117,2,12,2,11,18,15
117,3,3,9,14,8,13
117,4,12,11,17,16,9
117,5,19,7,10,3,20
117,6,5,1,13,20,10
117,7,17,9,7,5,8
117,8,14,19,6,11,3
117,9,4,12,1,20,16
117,10,6,13,2,10,17
117,11,2,14,18,1,15
117,12,18,8,6,4,5
118,1,5,3,12,15,6
118,2,20,15,8,2,13
118,3,1,7,3,11,12
118,4,9,19,7,5,2
118,5,14,16,4,8,2
118,6,9,17,20,1,14
118,7,11,1,17,7,18
118,8,10,4,12,17,14
118,9,6,10,11,8,20
118,10,15,13,9,10,19
118,11,3,5,19,16,18
118,12,18,6,16,13,4
119,1,3,20,4,9,17
119,2,13,18,5,20,17
119,3,4,2,10,15,11
119,4,4,20,11,19,9
119,5,8,16,15,1,10
119,6,19,9,1,12,6
119,7,16,2,15,6,7
119,8,13,11,19,12,8
119,9,1,7,10,18,5
119,10,7,14,8,3,18
119,11,17,5,6,14,12
119,12,2,3,14,13,16
120,1,14,13,20,10,12
120,2,18,6,1,4,13
120,3,2,13,7,19,6
120,4,11,1,16,2,5
120,5,15,18,9,3,1
120,6,8,4,3,17,19
120,7,12,8,18,7,9
120,8,16,17,6,20,8
120,9,10,12,5,7,4
120,10,17,19,2,14,15
120,11,20,15,5,11,3
120,12,14,10,16,9,11
121,1,6,8,12,11,15
121,2,10,19,3,16,20
121,3,2,12,20,18,10
121,4,19,14,17,18,11
121,5,5,15,13,14,9
121,6,8,10,17,5,1
121,7,4,17,8,2,7
121,8,11,6,7,16,9
121,9,5,4,1,19,13
121,10,3,14,2,1,6
121,11,15,7,4,18,20
121,12,9,16,13,3,12
122,1,18,5,6,4,14
122,2,12,16,14,8,5
122,3,20,9,11,1,4
122,4,13,3,17,15,7
122,5,8,15,9,10,19
122,6,6,11,10,7,14
122,7,7,20,12,19,2
122,8,2,18,10,6,3
122,9,4,3,13,12,17
122,10,1,13,11,17,16
122,11,5,2,18,9,8
122,12,16,1,19,15,20
123,1,11,14,15,13,10
123,2,20,5,19,6,16
123,3,19,18,14,16,7
123,4,7,17,1,9,15
123,5,13,8,4,10,3
123,6,9,12,5,13,10
123,7,1,7,12,14,16
123,8,6,4,15,11,2
123,9,3,2,8,4,1
123,10,18,11,3,5,19
123,11,12,20,18,17,8
123,12,17,9,2,20,6
124,1,10,1,6,13,18
124,2,10,6,19,15,17
124,3,20,11,7,8,13
124,4,14,2,8,12,1
124,5,15,16,20,3,13
124,6,7,5,20,3,11
124,7,14,1,15,18,4
124,8,18,17,9,2,11
124,9,3,19,9,6,12
124,10,16,12,14,9,4
124,11,8,19,4,7,5
124,12,5,10,16,2,17
125,1,19,4,11,5,1
125,2,6,3,10,20,14
125,3,16,9,18,8,15
125,4,15,7,5,12,6
125,5,13,6,16,4,9
125,6,1,13,2,14,19
125,7,17,12,13,2,7
125,8,2,20,9,10,5
125,9,12,18,15,19,8
125,10,4,14,17,20,18
125,11,11,7,1,17,3
125,12,8,10,3,11,16
126,1,4,10,12,16,2
126,2,15,8,6,1,20
126,3,12,1,5,17,3
126,4,9,15,2,3,18
126,5,2,4,12,11,20
126,6,9,6,10,1,19
126,7,17,8,14,5,6
126,8,5,14,11,15,13
126,9,14,3,7,9,8
126,10,11,17,19,18,13
126,11,10,16,18,20,7
126,12,13,19,16,4,7
127,1,7,13,1,6,2
127,2,11,2,5,14,9
127,3,10,15,7,14,4
127,4,19,6,4,10,17
127,5,18,1,3,16,4
127,6,16,5,17,12,15
127,7,1,20,12,19,14
127,8,20,18,13,8,15
127,9,17,11,8,9,10
127,10,7,9,20,13,5
127,11,6,12,18,3,11
127,12,3,8,16,19,2
128,1,2,18,1,11,9
128,2,16,11,19,17,14
128,3,6,17,14,3,20
128,4,19,10,8,7,12
128,5,1,20,9,6,16
128,6,15,9,17,7,19
128,7,18,5,4,12,10
128,8,4,15,16,5,13
128,9,8,2,20,18,14
128,10,3,7,2,15,5
128,11,13,4,6,8,11
128,12,12,13,3,10,1
129,1,4,9,13,2,17
129,2,19,3,5,20,8
129,3,1,14,15,4,8
129,4,15,16,11,12,6
129,5,20,11,7,16,2
129,6,9,19,3,13,12
129,7,14,7,10,1,18
129,8,5,8,1,16,17
129,9,18,5,17,6,3
129,10,20,6,7,4,12
129,11,2,13,18,19,10
129,12,14,15,11,9,10
130,1,10,20,15,11,12
130,2,11,4,20,13,14
130,3,12,14,2,17,19
130,4,7,1,17,18,11
130,5,6,18,13,8,5
130,6,8,10,4,2,3
130,7,13,12,9,16,18
130,8,17,16,10,1,8
130,9,5,19,20,15,1
130,10,9,7,14,5,6
130,11,6,2,19,3,15
130,12,16,3,4,7,9
131,1,20,18,6,19,16
131,2,3,17,5,14,13
131,3,2,15,11,10,7
131,4,16,6,3,2,14
131,5,17,9,8,15,20
131,6,8,11,12,20,3
131,7,9,2,10,5,1
131,8,1,13,8,12,7
131,9,14,16,19,13,10
131,10,12,1,9,6,4
131,11,4,5,18,11,19
131,12,18,4,15,17,7
132,1,10,3,16,18,15
132,2,11,13,6,15,1
132,3,4,20,12,9,17
132,4,11,19,1,3,9
132,5,7,8,6,16,11
132,6,5,10,7,4,20
132,7,13,17,2,1,20
132,8,18,17,13,10,6
132,9,3,19,14,7,8
132,10,15,14,9,12,18
132,11,19,2,5,8,4
132,12,2,12,16,14,5
133,1,20,1,15,18,19
133,2,7,18,11,14,16
133,3,19,15,17,4,11
133,4,6,3,18,12,2
133,5,13,14,2,1,4
133,6,12,5,6,8,15
133,7,17,12,7,2,16
133,8,10,20,1,16,5
133,9,9,6,14,8,10
133,10,3,11,4,13,5
133,11,8,9,13,7,19
133,12,9,10,3,20,17
134,1,19,17,10,6,12
134,2,16,3,1,17,9
134,3,4,8,20,14,18
134,4,2,7,17,11,6
134,5,15,16,8,10,4
134,6,8,13,16,11,2
134,7,14,4,15,6,3
134,8,5,20,2,15,13
134,9,1,12,19,10,11
134,10,14,5,19,9,18
134,11,13,7,12,20,3
134,12,7,1,18,5,9
135,1,16,15,5,1,6
135,2,20,8,14,11,12
135,3,11,16,3,17,5
135,4,3,12,7,4,1
135,5,12,18,3,19,2
135,6,6,19,4,7,14
135,7,10,4,9,2,20
135,8,20,6,13,19,16
135,9,14,2,17,9,15
135,10,1,9,8,18,13
135,11,5,11,10,18,8
135,12,17,10,15,13,7
136,1,19,14,20,1,17
136,2,15,7,14,3,10
136,3,1,19,11,10,2
136,4,3,17,8,15,13
136,5,18,8,2,17,4
136,6,4,6,12,5,9
136,7,18,13,10,12,16
136,8,7,16,19,9,8
136,9,6,20,7,11,18
136,10,16,4,5,2,3
136,11,11,14,6,13,9
136,12,12,15,20,5,1
137,1,8,6,1,16,17
137,2,13,18,4,19,15
137,3,17,5,12,13,14
137,4,9,11,4,20,3
137,5,5,17,18,7,19
137,6,8,1,11,4,12
137,7,15,9,2,16,19
137,8,10,3,1,14,7
137,9,2,10,13,6,20
137,10,10,2,5,7,6
137,11,15,12,14,8,11
137,12,20,9,16,3,18
138,1,3,15,7,6,20
138,2,11,1,18,3,10
138,3,4,14,17,20,16
138,4,5,8,20,16,2
138,5,13,10,9,5,11
138,6,18,2,12,14,1
138,7,19,4,10,17,12
138,8,18,11,6,4,17
138,9,7,3,13,19,8
138,10,19,5,8,9,6
138,11,16,13,15,1,14
138,12,12,9,2,15,7
139,1,17,7,1,13,5
139,2,9,6,3,10,17
139,3,14,18,20,12,13
139,4,20,19,9,14,10
139,5,11,16,19,5,15
139,6,2,20,11,19,8
139,7,1,8,7,2,4
139,8,6,2,3,12,15
139,9,1,7,16,6,4
139,10,3,10,5,8,14
139,11,4,13,15,18,9
139,12,16,11,18,17,12
140,1,10,20,12,7,4
140,2,9,1,13,11,20
140,3,12,16,10,9,8
140,4,14,5,16,2,13
140,5,5,4,19,3,18
140,6,7,18,11,14,2
140,7,8,17,6,2,18
140,8,15,14,8,10,6
140,9,1,3,9,15,11
140,10,17,15,4,20,5
140,11,12,19,17,16,7
140,12,13,6,3,1,19
141,1,2,15,13,17,10
141,2,7,17,14,11,9
141,3,17,20,15,8,1
141,4,13,10,11,4,16
141,5,6,12,19,5,11
141,6,15,7,6,18,16
141,7,9,18,20,7,8
141,8,4,14,9,6,16
141,9,14,8,12,19,3
141,10,2,4,3,13,19
141,11,3,1,2,20,5
141,12,5,12,18,1,10
142,1,8,19,6,13,20
142,2,10,3,8,18,17
142,3,16,13,14,12,15
142,4,6,20,16,3,11
142,5,18,2,1,9,6
142,6,7,5,10,14,3
142,7,5,9,7,12,13
142,8,19,16,18,15,1
142,9,2,11,4,17,12
142,10,11,15,19,10,2
142,11,20,9,17,4,7
142,12,4,1,5,8,14
143,1,20,7,4,15,12
143,2,16,11,7,8,2
143,3,19,10,1,7,4
143,4,9,2,11,19,14
143,5,8,5,9,3,15
143,6,10,18,13,20,16
143,7,15,16,17,9,1
143,8,17,19,5,10,6
143,9,3,13,12,11,8
143,10,18,2,20,5,14
143,11,14,12,1,6,17
143,12,13,3,6,18,4
144,1,17,14,3,7,13
144,2,12,4,16,15,9
144,3,6,17,11,5,20
144,4,11,17,14,10,18
144,5,1,12,10,18,3
144,6,15,8,2,13,7
144,7,1,11,9,4,5
144,8,18,5,15,20,19
144,9,4,14,8,16,19
144,10,10,20,16,2,3
144,11,13,6,19,1,7
144,12,8,6,2,12,9
145,1,19,1,20,2,12
145,2,20,15,14,11,6
145,3,3,18,15,19,9
145,4,6,8,10,4,15
145,5,9,13,7,18,11
145,6,16,7,17,3,5
145,7,14,4,3,11,1
145,8,12,16,13,6,5
145,9,8,4,18,17,2
145,10,14,2,8,16,1
145,11,19,9,10,13,17
145,12,5,10,12,7,20
146,1,20,17,8,9,13
146,2,4,3,19,16,18
146,3,9,16,5,14,10
146,4,2,9,4,10,6
146,5,11,18,5,8,12
146,6,11,19,17,3,12
146,7,2,13,20,1,4
146,8,7,10,1,8,6
146,9,12,3,1,17,15
146,10,13,11,2,5,15
146,11,16,14,7,20,19
146,12,6,15,18,14,7
147,1,3,12,9,19,20
147,2,18,7,12,8,16
147,3,5,6,19,20,18
147,4,17,19,13,4,14
147,5,1,8,16,9,17
147,6,15,5,4,10,8
147,7,18,1,6,14,13
147,8,7,4,11,13,3
147,9,10,15,14,12,2
147,10,7,16,17,2,11
147,11,3,5,9,6,2
147,12,11,20,15,1,10
148,1,17,14,12,15,7
148,2,12,9,4,6,18
148,3,1,5,14,9,4
148,4,8,3,11,20,14
148,5,10,2,6,4,19
148,6,5,19,7,15,1
148,7,20,17,2,1,18
148,8,16,20,5,17,13
148,9,13,18,16,12,10
148,10,15,7,3,2,9
148,11,6,8,11,16,3
148,12,13,11,8,19,10
149,1,4,17,18,3,16
149,2,19,1,7,5,11
149,3,16,10,20,1,3
149,4,2,13,3,14,5
149,5,15,6,13,11,4
149,6,4,18,10,7,2
149,7,8,19,15,6,17
149,8,12,20,13,15,8
149,9,14,12,19,2,17
149,10,9,8,5,18,7
149,11,14,10,6,9,20
149,12,9,11,12,16,1
150,1,17,6,7,11,10
150,2,20,9,8,18,14
150,3,7,4,20,12,3
150,4,17,1,4,8,5
150,5,10,7,14,1,13
150,6,3,15,18,5,14
150,7,19,12,5,4,11
150,8,1,13,9,12,6
150,9,18,16,10,11,15
150,10,20,16,2,19,9
150,11,6,3,17,15,2
150,12,2,13,16,19,8
151,1,10,9,15,17,19
151,2,6,2,1,3,12
151,3,4,14,15,6,16
151,4,8,1,19,7,18
151,5,8,12,3,10,4
151,6,11,8,4,17,20
151,7,5,18,17,13,2
151,8,5,10,9,16,12
151,9,1,14,19,13,15
151,10,9,3,11,20,13
151,11,2,7,18,14,11
151,12,16,6,20,5,7
152,1,7,2,13,4,9
152,2,14,11,16,9,17
152,3,19,3,6,14,16
152,4,11,5,2,8,6
152,5,12,17,8,10,5
152,6,13,4,5,18,17
152,7,12,15,14,20,8
152,8,3,15,10,2,1
152,9,6,19,12,7,20
152,10,16,4,1,7,19
152,11,18,9,10,3,13
152,12,15,20,18,11,1
153,1,11,5,1,3,16
153,2,14,1,4,18,6
153,3,15,7,8,5,3
153,4,20,6,7,10,17
153,5,2,19,11,12,10
153,6,17,13,6,1,8
153,7,19,18,15,13,12
153,8,18,11,9,19,12
153,9,9,16,13,15,7
153,10,3,17,16,2,20
153,11,4,8,2,9,14
153,12,10,20,14,4,5
154,1,10,15,11,16,4
154,2,7,14,5,8,19
154,3,2,12,7,6,11
154,4,11,6,17,18,9
154,5,9,19,3,17,14
154,6,13,3,20,4,15
154,7,5,2,16,15,18
154,8,3,9,1,7,8
154,9,1,8,2,20,18
154,10,17,10,12,14,1
154,11,20,4,19,10,13
154,12,16,12,6,5,13
155,1,1,5,20,9,19
155,2,8,15,9,6,3
155,3,7,16,17,12,4
155,4,15,11,8,2,20
155,5,19,20,18,17,7
155,6,13,2,14,16,12
155,7,6,18,10,14,3
155,8,14,13,3,7,11
155,9,18,10,13,8,16
155,10,5,17,15,9,2
155,11,4,1,5,11,10
155,12,12,19,4,1,6
156,1,10,14,8,13,5
156,2,14,13,20,11,6
156,3,8,6,16,19,5
156,4,13,1,12,17,15
156,5,11,7,15,19,2
156,6,1,20,6,16,18
156,7,7,14,11,3,9
156,8,19,3,18,15,4
156,9,20,9,4,12,16
156,10,2,10,1,9,7
156,11,17,2,10,8,4
156,12,5,17,12,18,3
157,1,3,16,17,20,1
157,2,12,8,7,18,20
157,3,15,11,12,1,8
157,4,2,5,3,13,20
157,5,16,19,2,3,10
157,6,14,16,19,11,17
157,7,9,4,14,1,15
157,8,6,17,13,5,11
157,9,4,7,15,6,5
157,10,13,8,9,10,19
157,11,12,18,2,4,14
157,12,18,7,6,10,9
158,1,11,4,20,13,19
158,2,7,9,17,6,13
158,3,13,1,7,16,8
158,4,5,12,14,7,10
158,5,6,3,19,2,1
158,6,8,11,3,4,12
158,7,4,12,5,3,9
158,8,18,2,1,5,14
158,9,20,15,14,2,6
158,10,9,18,8,11,16
158,11,16,10,15,20,17
158,12,15,10,18,17,19
159,1,10,20,11,15,7
159,2,8,13,6,12,2
159,3,1,3,13,8,18
159,4,12,5,9,20,15
159,5,3,5,13,18,11
159,6,19,11,10,5,1
159,7,16,6,4,7,2
159,8,17,14,8,19,4
159,9,4,15,16,14,18
159,10,19,1,2,9,17
159,11,9,12,16,10,6
159,12,20,14,17,3,7
160,1,10,18,12,2,20
160,2,18,8,4,7,17
160,3,7,9,19,15,8
160,4,1,13,3,6,4
160,5,11,6,10,8,3
160,6,14,19,18,13,9
160,7,17,16,5,14,11
160,8,5,4,9,20,2
160,9,5,20,7,1,16
160,10,15,3,19,16,10
160,11,6,11,1,12,14
160,12,2,17,13,15,12
161,1,11,7,20,18,10
161,2,3,7,4,19,12
161,3,18,2,11,16,13
161,4,19,5,20,6,15
161,5,8,10,14,17,1
161,6,15,8,16,12,5
161,7,3,1,17,2,5
161,8,16,19,6,4,13
161,9,17,18,3,9,6
161,10,14,13,10,2,7
161,11,1,15,11,4,9
161,12,9,14,12,8,20
162,1,6,18,5,14,19
162,2,2,16,8,3,7
162,3,5,4,9,10,8
162,4,20,4,6,17,8
162,5,4,2,12,11,17
162,6,13,17,9,15,16
162,7,7,12,18,1,11
162,8,10,6,3,20,14
162,9,1,20,13,19,10
162,10,15,16,1,14,18
162,11,12,7,15,13,3
162,12,11,9,2,5,19
163,1,14,3,19,12,8
163,2,20,17,1,13,12
163,3,4,20,18,1,2
163,4,8,11,16,6,15
163,5,9,13,11,10,17
163,6,18,9,2,3,19
163,7,16,2,7,9,14
163,8,19,8,20,16,11
163,9,13,5,7,4,14
163,10,3,10,4,5,18
163,11,17,15,5,7,6
163,12,10,12,15,6,1
164,1,7,20,8,18,13
164,2,1,14,17,19,11
164,3,6,19,12,7,9
164,4,12,6,2,10,18
164,5,19,7,10,4,16
164,6,3,15,14,11,20
164,7,2,8,18,17,15
164,8,20,6,11,9,4
164,9,16,12,17,5,3
164,10,9,1,13,8,5
164,11,10,2,5,13,14
164,12,4,3,16,15,1
165,1,14,1,7,8,6
165,2,17,4,10,11,18
165,3,2,19,4,12,8
165,4,13,10,6,15,4
165,5,15,5,19,17,7
165,6,11,13,3,20,2
165,7,18,14,15,9,12
165,8,5,7,1,2,11
165,9,8,9,10,1,3
165,10,6,18,14,16,5
165,11,12,16,20,19,13
165,12,20,17,9,3,16
166,1,4,9,1,2,15
166,2,6,11,8,18,19
166,3,7,1,18,12,16
166,4,7,19,13,18,3
166,5,15,8,2,3,10
166,6,8,13,3,4,17
166,7,17,10,7,14,20
166,8,13,12,11,5,9
166,9,16,14,9,11,10
166,10,2,17,6,1,16
166,11,19,20,15,6,5
166,12,14,5,12,20,4
167,1,19,2,8,14,20
167,2,9,15,20,7,2
