Respondent,RLH,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39,Item40,Item41,Item42,Item43,Item44,Item45,Item46,Item47,Item48,Item49,Item50,Item51,Item52,Item53,Item54,Item55,Item56,Item57,Item58,Item59,Item60,Item61,Item62,Item63,Item64,Item65,Item66,Item67,Item68,Item69,Item70,Item71,Item72,Item73,Item74,Item75,Item76,Item77,Item78,Item79,Item80,Item81,Item82,Item83,Item84,Item85,Item86,Item87,Item88,Item89,Item90,Item91,Item92,Item93,Item94,Item95,Item96,Item97,Item98,Item99,Item100,Item101,Item102,Item103,Item104,Item105,Item106,Item107,Item108,Item109,Item110,Item111,Item112,Item113,Item114,Item115,Item116,Item117,Item118,Item119,Item120
465,530,-1.498611,-7.827786,-3.778281,-0.696675,1.764814,0.061608,0.209625,-1.891783,-1.748552,0.392576,0.135021,-0.219252,-4.056655,-2.524426,-0.825371,-1.888246,2.342721,1.102712,-3.01343,-1.318199,1.277572,0.134105,-0.476732,1.342468,-7.415154,-1.355442,-0.680738,-2.73071,-1.028289,0.738565,-1.589236,-1.152006,0.33713,-4.079673,-6.424977,-0.814011,0.99236,-4.095031,-4.165778,-1.119734,-1.064422,-1.217101,-2.166497,1.32488,0.294966,-2.000781,-3.832079,-0.656823,2.619209,-4.394436,-1.0211,-1.591127,-1.631701,0.738058,1.013468,-2.410168,-0.461781,1.084938,-0.01824,1.254716,-2.658306,-2.640352,3.510966,0.581987,-2.720773,-2.551186,-0.956491,-2.671465,-2.748844,-6.275337,1.209505,1.827946,3.824638,0.420599,-2.375236,-0.595901,0.693616,1.776638,-4.144475,1.500456,1.478486,-1.939066,0.872879,1.672552,0.013895,-4.118293,-4.878413,-2.570642,2.374846,-2.910034,0.493673,0.826215,-5.881342,1.313658,-2.053875,2.383393,-1.046877,-5.12057,-1.028724,-1.492121,-2.754668,-4.045623,-4.090145,0.122501,4.776121,2.616865,-1.531823,-4.593601,-0.386345,1.090618,0.351785,-4.707212,2.785773,1.863766,2.509116,-1.051113,-4.269849,-4.082789,-1.874758,0
466,441,-1.194454,-4.345763,0.631824,-1.03185,-0.994991,0.338628,-2.200592,-4.87775,-0.062607,-0.352334,1.325652,-2.069725,-1.886222,-1.379376,0.27442,-0.56099,-0.743336,-1.742437,-1.145344,2.529282,0.141587,-1.817232,2.373256,-2.099133,-3.444699,-1.844405,-2.803919,-0.335441,-0.806469,-0.795003,0.304782,0.619428,-0.170222,-1.551686,-4.340856,-2.381459,-0.422379,-0.264246,0.595144,0.780032,-0.086945,0.838213,0.970191,-0.336823,-1.528466,2.188833,-0.413311,-3.504554,-0.372995,-0.181226,1.019645,-3.385296,-3.256964,-0.201323,1.957539,-2.287755,-0.536161,-1.053461,-1.333984,4.004784,2.1673,-1.788926,-0.785956,-1.623673,-2.289662,-3.970174,-2.346701,-1.293128,-0.043713,-1.926554,-0.509353,0.114843,-2.14521,-2.065559,-1.071102,1.156581,-0.337324,-2.041382,-3.28724,-5.07565,-0.230339,-2.666936,-1.265794,-1.630358,-0.899686,-5.508683,-4.244988,-0.176152,-1.411788,-1.483348,-2.401295,-5.753921,-3.238436,-0.444642,-1.147396,-0.379741,-1.647354,-2.697604,-3.899593,0.59377,-0.63414,-2.556071,-2.005786,-0.060891,-0.605315,-0.895362,-1.137009,-0.649389,-2.975491,-2.050583,-0.749514,1.797305,0.379689,-1.334518,-1.492435,-0.910956,-6.265608,-1.114255,-2.023734,0
467,552,0.884732,-4.35158,-0.244773,2.398623,3.100984,4.065108,0.876511,2.12496,0.768999,1.248356,2.598908,4.863335,-0.553401,-0.023193,1.93523,-2.302726,4.230184,4.572566,1.513313,1.987538,5.822399,-0.742444,3.014528,4.92592,-3.022265,-0.330572,1.363532,-2.11349,1.535979,2.644011,0.824,0.854218,1.55517,1.433593,-3.501898,2.48401,2.282926,1.560061,-0.319217,0.545458,0.540066,0.297176,-0.560791,2.965253,2.342834,-1.237094,-4.295844,1.312131,6.337991,-2.13751,3.023614,1.417797,0.35432,2.839524,3.37618,0.586012,1.939369,4.545075,3.668568,2.114682,1.556247,-0.363755,7.069689,0.746999,-2.641972,-0.262684,0.649068,-1.283779,-2.03933,1.198713,2.509394,4.14915,4.137172,1.401141,-0.853721,1.49503,3.766632,4.740433,-1.845407,3.490264,3.935286,-0.194702,4.331892,2.612613,2.324841,-1.560719,-3.25829,0.476367,2.469113,2.275264,2.415827,2.767276,-1.335024,2.964491,-0.971564,2.070829,-1.025859,-3.063164,0.052068,-0.654633,0.665451,-1.325798,-4.415693,1.387244,5.399477,4.97631,-0.227044,-2.514654,-0.431942,2.09655,0.375403,-0.386254,5.215846,2.66564,1.554094,1.036606,-3.542953,-3.315029,-1.77529,0
468,465,-0.905633,-5.807786,-1.126517,-1.138643,-0.145345,1.656312,0.597656,-2.299439,-1.025399,0.050469,-0.824048,-2.008338,-3.451954,-4.605473,-0.779801,-2.29435,1.138266,-1.264659,-1.082991,-0.14227,1.737749,-1.855417,0.203396,1.527286,-5.372634,-1.696203,-2.61,-2.128432,-0.662397,0.848593,-0.322512,-2.03545,-0.378065,-1.889476,-5.816756,-2.213671,1.245949,0.018912,-2.068676,-0.209874,-0.591895,-0.420765,-0.955313,0.399747,-1.057017,0.153524,-2.786773,-1.575596,1.821243,-5.478215,1.35125,-3.618619,-3.15181,0.126852,2.366392,-2.611504,-0.247621,0.111085,-0.575146,0.568223,-0.265264,-2.982628,3.40759,-1.81504,-2.707381,-4.224608,-1.754159,-3.388541,-3.42484,-3.219855,0.493604,0.740367,2.412759,0.035285,-1.747396,-0.171521,1.137751,0.640063,-4.416781,-0.784877,0.443801,-3.562886,0.772596,0.348846,-0.490691,-5.399674,-3.656157,-1.468647,0.498617,0.037983,-1.699623,-3.808891,-3.728272,0.325055,-1.034437,0.905153,-1.085496,-4.44146,-3.88034,0.746757,-1.472885,-4.348008,-2.336826,-0.48706,3.010913,3.540369,-3.147435,-0.790584,0.275699,-1.458458,-0.555353,-0.518551,2.57951,1.724048,0.786507,-0.701975,-4.109328,-1.834829,-1.164853,0
469,498,-1.649077,-4.7528,-3.389366,-2.453506,-3.476049,-1.145427,-3.309967,-5.266323,-2.20414,-2.794662,-2.751649,-5.422532,-4.944636,-4.22242,-1.40068,-0.795702,-3.119498,-3.953209,-4.883346,-4.262823,-2.418592,-4.181184,-2.114694,-3.230764,-8.515589,-1.361011,-3.549604,-0.253477,-2.799565,-3.380349,-3.141664,-2.514844,-1.220089,-3.811023,-7.057355,-2.653986,-2.187045,-4.589783,-1.845015,-2.601971,-2.512209,-0.825144,-0.403856,-2.009355,-3.502001,0.559948,-1.803793,-3.904671,-1.522589,-2.590552,-2.80073,-6.800197,-3.544724,-0.803038,-2.173012,-3.566933,-2.471841,-3.221068,-3.196225,-0.141352,-2.391979,-3.783576,-2.142142,1.182851,-1.767425,-6.237075,-2.513456,-2.12433,1.88564,-3.309389,-1.409927,-1.255929,-0.335242,-2.463799,-1.985954,0.002744,-3.026712,-3.779362,-2.420137,-4.319221,-1.938879,-4.939643,-3.424912,-4.010219,-4.284529,-4.527217,-6.615464,-5.2188,-0.236673,-4.764014,-3.645545,-5.032951,-6.602487,-2.884505,-2.034348,-1.621079,-2.086642,-6.787486,-3.486345,-2.396797,-1.104606,-3.159017,-2.498948,0.358056,-2.67422,-2.780809,-1.510889,-2.523723,-2.520841,-3.067248,-1.388606,-5.606225,-2.842488,-1.255134,-1.253553,-4.530536,-5.305123,-3.094821,-7.098826,0
47,427,-0.857875,-5.609545,-2.006078,0.534983,-0.519642,-0.757311,-2.408109,-2.09668,0.426623,0.43833,-1.007717,-0.558668,-2.26858,-1.033558,0.45307,0.07089,0.468122,0.226107,-0.374641,3.032717,0.457419,-1.66,0.424435,0.983948,-3.011724,-0.592077,-1.205188,-2.63345,-0.650874,0.334071,-0.989735,-0.498584,0.266781,-1.355862,-2.505449,0.521764,2.784991,-0.649273,-1.398842,-0.250627,-0.972618,-1.629145,-1.163614,-1.935382,-0.300942,-1.321931,-2.814599,-2.735139,1.520635,-1.013785,0.41985,-2.361655,-1.819957,1.723177,0.827077,-1.667986,-1.296658,1.20264,0.610188,-0.676103,-0.1496,-1.584483,4.332189,-0.38842,-1.49618,-1.095994,0.421393,-1.352166,-3.054285,-0.490329,1.161629,1.070829,2.640072,-0.05444,1.117536,0.775951,0.992937,-0.342059,-2.393896,-1.478384,0.950512,-0.69692,0.162358,-0.494243,-1.262821,-4.592947,-4.551473,-0.041647,0.087726,0.964087,-1.593428,1.132447,-3.325067,-0.347538,0.812847,0.133278,-1.556397,-5.401136,-2.577454,-2.261095,-0.46018,-0.818995,-3.617643,0.337465,2.807122,3.244365,-0.018263,-0.149527,-0.726944,0.135104,0.756608,-0.501588,3.640705,0.807742,1.529776,-0.445671,-2.826053,-1.388526,-1.676147,0
470,251,-0.494541,1.013898,-0.734458,0.071035,0.196437,1.013931,0.460011,-0.74461,1.018413,1.710094,1.654522,-0.072841,-0.149435,-0.601445,0.614847,1.280496,0.858826,0.439343,1.670355,0.553634,0.774868,1.979664,-0.378254,-0.328217,-4.140151,-0.021808,0.163639,0.772172,-0.237091,0.087997,0.008176,1.031515,-0.477026,-0.319788,-0.563901,0.216026,1.091902,0.716595,0.307221,-0.479135,0.178577,0.868998,2.22272,0.06104,-1.420067,0.96235,0.314018,0.071947,1.456175,1.05442,1.172289,-1.272253,0.649123,1.197979,1.189232,-0.889618,1.148429,-0.945676,-1.107617,0.999181,-0.859545,0.62046,1.213639,1.721424,0.577552,0.379225,1.310825,-0.015302,0.853297,-0.673373,0.655371,1.640138,1.116478,0.240169,0.000597,2.284299,1.250452,0.730065,0.952016,-1.07014,0.262105,-0.533585,0.318977,1.391318,0.95069,-0.118021,-1.406691,-1.376296,0.208232,-2.256213,0.218104,2.203654,-1.434053,1.185275,0.715337,0.642201,0.612719,-0.057796,0.284009,0.920068,0.131235,-0.271851,-0.521313,1.745355,-0.196109,-0.384975,0.667809,0.021056,0.909138,0.945753,2.099241,1.507534,0.069249,-1.629991,1.387331,0.779982,-0.427665,-0.816579,0.982471,0
471,254,-0.830558,0.37399,0.628721,2.019379,0.452205,0.284128,0.963599,0.101445,0.198999,1.032465,0.240738,-0.449354,-0.990163,-0.515902,-0.193537,0.985338,1.491906,-1.02509,-1.345148,0.578492,1.655533,0.081958,0.950246,0.630418,-3.345787,0.511188,0.284246,1.056752,-1.289609,0.21861,-0.208209,0.214073,0.563358,0.219864,-1.676457,1.183106,2.009952,-0.476443,0.033547,-0.412076,0.785844,0.402005,1.325156,0.697596,0.458908,0.529128,1.200485,0.453114,1.532221,-0.330443,0.527029,-1.232484,0.871411,1.928288,0.859845,-1.192962,0.285145,1.329764,0.129407,0.249671,-0.7675,0.627041,0.844844,1.055176,0.012189,0.525267,1.629946,0.628579,-1.226116,1.079285,1.084851,1.285149,2.120901,0.726875,1.801807,1.315211,0.495205,0.393071,2.037771,0.037449,0.756827,-0.015555,0.435039,0.406712,-2.153347,-0.655952,-2.154003,-0.121382,1.02747,0.302849,0.337076,0.466855,-0.995074,-0.12517,1.339313,0.471864,0.367268,-1.640827,2.922908,0.324052,-0.369191,0.12858,-1.42168,-0.114895,1.296326,2.221016,0.857212,-0.006287,0.664913,2.467564,1.958031,0.379407,-0.211172,0.712637,1.93262,0.963537,-0.551986,-1.545611,-0.305511,0
472,468,-2.426076,-4.563738,-4.448037,-1.510083,-0.673396,0.945384,-1.921392,-6.261653,-0.522623,-2.349453,0.836165,-3.764958,-5.23614,-2.426371,-0.778191,-2.218394,-0.102526,-0.978985,-2.005554,-1.476932,-0.287384,-1.639412,-0.948577,0.290605,-8.786044,-2.083238,-1.971178,-2.091681,-1.806862,-0.160489,0.177744,-0.890995,-0.527207,-1.925916,-4.867754,-3.528676,-0.102684,-3.244114,-1.225686,-1.606498,-1.005804,0.112941,-0.280548,-1.739012,-1.599609,1.09246,-2.550985,-3.775674,-0.691149,-2.232201,0.089639,-1.500832,-1.932348,0.231038,0.602222,-2.417272,-1.842797,-1.254836,-1.305582,1.412734,0.587297,-2.105635,-1.427138,-2.956102,-3.548329,-4.420935,-1.812252,-2.915065,-2.060711,-3.097367,-2.932079,-3.047969,-0.097981,-1.913596,-0.186379,0.782223,0.38167,-1.877529,-2.79675,-2.888372,-2.397352,-4.18647,-1.695879,-0.880727,-0.770254,-5.092238,-4.993583,-1.069756,-0.902792,-1.33122,-4.424129,-1.055138,-6.401742,-1.722155,-2.574029,-1.812767,-2.344736,-4.882864,-3.756076,2.08916,1.021803,-4.751096,-4.31417,-0.671952,-0.301208,-0.399329,-2.05225,-4.595364,-2.052012,-3.071723,-0.742654,-3.28982,-0.747999,-0.898375,-0.963665,-1.736966,-5.458412,-3.544353,-2.577641,0
474,564,-0.453214,-0.515057,0.165915,0.23354,0.439654,2.845547,1.519632,0.285413,2.221622,2.424415,0.32492,1.506063,-2.152615,-2.552864,0.824185,0.171099,3.47067,2.313806,0.125055,-0.439695,2.331407,1.027577,-1.708125,3.384865,-0.352251,-0.059277,2.978755,-0.274838,0.535695,1.525707,0.618312,1.136203,1.514322,0.585297,-2.777227,0.939833,4.289188,1.531009,-1.325928,0.581348,0.975387,-3.597837,0.310935,1.496796,0.135024,-1.951734,0.663257,-1.984134,3.34637,-0.594363,2.001067,-0.082167,-0.714242,0.382111,1.874504,-0.282003,1.618792,2.909405,1.171364,1.562892,1.194244,-0.294664,4.913996,-0.29684,-0.082226,-5.308977,0.665952,-0.849669,-5.698978,2.562064,1.90236,2.238489,2.506933,1.345554,2.481234,0.98266,4.293939,1.932657,-0.014109,2.282836,0.708043,-2.126411,1.378439,1.93067,0.80172,-0.863577,-0.836116,-0.271931,1.985317,1.167239,1.130565,1.965095,-0.562814,1.256003,-1.533742,-0.896761,-4.214604,-2.143185,-1.167376,-0.184174,-1.555122,-1.225521,-5.922446,1.025429,2.599141,3.537067,-0.209168,-1.382941,0.333808,0.676964,0.990615,0.597914,2.750725,2.117895,1.681986,0.992824,0.639587,-0.874458,0.564989,0
475,438,-3.687818,-4.032374,-2.650712,-1.017644,-0.319681,-0.15065,0.464367,-3.474579,-2.82521,-0.00812,-1.435762,-1.432645,-3.369583,-4.480101,-0.188622,0.585425,2.332109,-1.216934,-2.170898,-1.155518,-0.798482,0.929806,-1.106726,1.010019,-8.327556,-2.966959,-1.730138,-0.455575,-1.482316,-1.037034,-1.66819,-1.608417,-1.435626,-3.20972,-6.383882,-0.963266,1.234488,-4.85437,-3.256289,-2.766219,-1.368769,-1.431537,0.115442,-1.047493,-2.793597,-1.801004,-3.580813,-0.235226,0.231999,-2.225746,0.221673,-4.698603,-2.917301,-1.198806,0.317669,-3.783441,-0.890502,-1.59758,-2.544643,-1.775728,-3.923357,-3.79582,1.588082,0.069029,-0.887658,-1.94473,-0.516422,-2.608274,-1.789043,-2.83879,1.26474,1.920767,2.517836,0.514027,-0.782294,-0.171897,-0.334668,-0.410852,-2.385507,-1.385327,-0.05314,-2.733637,-0.986685,-1.076748,-3.718102,-4.934083,-5.870073,-3.432701,-0.029206,-3.115958,-0.691708,-1.298969,-7.275517,0.434991,-1.664664,0.501005,-1.862734,-4.780522,-2.488441,-2.796053,-2.416763,-3.531365,-0.860056,0.592935,2.136382,3.563309,-0.741666,-1.386814,-1.140946,-1.608294,1.096201,0.428332,0.819622,-0.054726,2.4759,-1.467597,-2.22278,-3.565677,0.19265,0
476,444,-1.227344,-1.712804,-2.201297,-0.289196,-0.205932,1.71855,-1.830474,-3.647334,1.806273,-0.053978,0.816385,-2.02293,-3.077111,-1.206796,-0.460134,-0.009178,-1.36855,-1.183324,-2.909447,-2.858581,-0.273689,-0.662008,-0.357372,-1.644206,-2.594693,-0.753367,-1.288681,-0.048303,0.547284,-0.931424,-0.113089,-0.610774,-2.364915,0.233789,-5.221251,-1.520193,0.352844,-0.902024,0.027353,1.375373,-0.379582,2.099634,1.933337,-2.564562,-1.737692,1.556088,-1.287606,-2.59913,-0.84162,0.775126,-0.386996,-2.668637,-2.831516,-0.958701,0.385909,-0.244661,-0.316179,-1.482534,-1.621992,0.6084,2.011779,-1.838902,0.057595,3.12005,0.586582,-6.078971,-0.3382,-0.62335,1.009679,-0.646718,-0.788167,-0.470822,-0.591563,-1.632443,-0.446525,1.62342,-0.658186,-1.311298,0.057407,-2.304663,-0.906366,-2.145583,-1.668983,-1.552219,-0.051323,-3.30556,-1.389237,-1.065418,-0.662699,-0.720239,-1.78918,2.04128,-2.79231,0.048352,-0.71157,0.460094,-0.13623,-2.796736,-2.618043,-0.513292,-0.925483,-1.677784,-0.911935,0.830472,-0.882827,-0.953716,0.144381,-0.75353,-4.318703,-1.94938,0.740382,-1.886993,-0.800196,-1.254749,-0.049299,-1.438584,-2.847486,-1.821392,-1.149209,0
477,433,1.434505,-3.219887,-1.221568,0.979752,1.416743,2.02926,1.151581,-0.606276,0.131595,3.484085,0.833497,0.962126,-0.492918,3.798347,2.194321,0.910435,1.705143,3.166721,0.394312,1.752783,0.636103,0.73847,1.514417,2.106713,-4.522949,-0.511462,0.646403,-0.302258,0.491184,1.172752,-0.663999,2.162245,0.341138,-0.137704,-2.57014,1.801056,2.619108,0.623203,0.781356,0.224308,-0.200301,0.62435,0.574367,3.375877,1.058996,-1.996058,-3.358314,-1.652163,4.809078,1.518049,2.028457,-0.143868,1.934985,3.071499,3.527199,0.504839,1.732028,3.322921,2.137973,3.190913,0.477646,-0.339996,4.071116,1.016283,-0.962674,-0.649545,0.58728,-1.436852,2.022521,-1.590087,2.254338,3.0252,2.104279,1.211128,0.002983,2.141871,3.629585,2.558379,1.787943,1.400276,1.746958,-1.091594,1.943713,2.214342,1.191706,-2.371255,-3.071206,-0.287732,1.406542,2.379873,0.924439,2.469685,-1.528712,0.735815,-0.721121,0.05251,-1.945669,-1.940824,2.957564,-1.293503,0.069263,-0.855619,-3.290814,0.760133,2.589411,1.878014,1.684808,1.102048,-0.380789,0.964144,0.448258,1.168046,3.000492,1.379879,1.307728,0.621897,-1.384797,-1.829939,-0.350592,0
478,475,0.337725,-2.694867,-2.725435,-0.002439,0.805003,2.024296,-0.254837,-1.387382,1.150762,0.479016,2.048136,-4.019349,-3.395154,-0.621927,0.80567,0.443336,1.837961,2.940149,1.022932,-2.622413,0.706062,-0.001351,0.225807,2.198213,-2.797657,-1.273574,-0.204677,-1.144804,0.548715,1.42853,0.545146,0.473633,1.496673,-0.360566,-4.438145,0.069685,1.03342,0.316384,0.523859,1.047453,-0.05341,0.21966,-0.363323,0.930521,-1.724026,0.917946,-1.847456,-1.358091,1.353122,-1.206001,0.751079,-1.378199,-0.913359,1.621653,0.896607,-0.490389,-0.623303,2.174425,1.682419,2.393834,1.80314,-1.162775,2.352925,-0.842483,-1.620197,-6.165115,-1.250615,-3.10476,-2.080659,-1.059683,0.433026,-2.21877,0.818497,0.733083,-0.931352,0.53606,3.6718,0.862727,0.163709,3.363305,-0.771414,-2.410333,0.344972,1.430101,2.099251,-1.399353,-1.811863,-0.22842,0.977704,1.177126,-2.423469,1.647896,-3.133468,-0.97655,-2.879711,-1.527556,-1.058735,-2.494698,-0.442385,1.425875,-0.932161,-3.069462,-3.469586,0.440631,2.385088,2.611898,-0.404809,-2.003687,-0.242852,-1.030612,-0.310623,-3.060559,2.293622,1.50968,1.643747,0.329239,-1.738072,-0.178036,-0.573928,0
48,411,0.30686,-2.605525,-0.751839,1.08992,1.578512,1.865913,0.269936,-2.936425,1.01314,2.139586,1.791472,-0.638934,-0.270615,0.484298,1.860379,0.196347,1.029664,0.92839,0.824285,2.681907,1.766737,-0.429333,2.458515,0.830292,-2.616442,-0.762945,-0.243936,1.737225,0.39519,1.152389,2.68608,2.343236,1.432876,0.154313,-2.169199,-1.459704,2.336491,0.670123,0.459608,0.03945,0.648521,-0.280107,-0.336449,1.457366,1.175734,0.789781,0.348226,-1.62955,2.275661,-0.774829,1.273566,-1.776521,-0.744728,0.757887,2.598903,0.354453,1.086108,3.999178,4.237813,3.236146,1.789424,-0.061554,2.014044,-0.647102,-1.062522,-2.817889,-0.256832,-0.160394,-1.754073,-2.105209,0.100577,1.154065,2.371086,-0.537419,-0.640129,1.707183,2.965328,0.662762,-1.219632,-0.856475,1.023839,-1.833482,1.388553,1.486384,0.781351,-3.03802,-2.253597,1.034507,1.796041,1.265456,-0.753441,3.383295,-1.717091,-0.027765,-0.985747,-0.388462,-2.905885,-3.528028,0.107317,0.421464,1.000543,-2.615103,-4.109111,0.957744,1.833119,1.764971,0.030625,-0.43375,-2.31294,-0.956471,0.613939,0.663321,2.287171,1.46659,0.50483,-0.037823,-3.217206,-3.239571,-2.670737,0
480,562,0.402955,-5.291185,-3.519221,-0.523082,-1.040226,-1.860172,0.902614,2.262616,-0.467968,-0.202985,0.233272,2.990595,-1.580038,-1.563832,-0.135569,0.340102,2.050607,3.011034,-0.001035,-0.815091,0.047745,1.538982,-2.192139,3.461733,-3.720493,-1.410329,0.114138,-0.323476,0.005787,-1.958547,-4.730635,-0.488699,-0.840553,-3.95008,-3.750652,1.848652,1.646799,-0.813849,-3.513494,-0.94295,-1.990852,-1.431035,-0.2796,-0.252964,-2.907897,-2.492413,-2.273664,0.805301,4.530608,-1.193542,-0.030815,-2.949522,-0.233675,2.116343,-1.363762,-2.197473,1.369563,1.743357,0.560149,-2.524467,-2.595179,0.216239,5.304,-0.301287,0.684203,0.881167,0.619647,-3.38751,-5.273236,0.820735,5.562078,5.671096,4.811211,3.673839,-0.553976,-0.774192,2.459967,2.541712,-3.423606,2.430205,0.762351,-1.026006,1.548355,0.098863,1.571992,-1.274435,-3.976903,-2.415284,1.278552,-0.505204,2.18244,1.893949,-4.087773,0.638992,-2.742512,1.525415,-0.321009,-0.623615,1.360209,-3.960006,-2.836767,-2.32334,-2.762501,0.652781,4.038581,4.607996,-0.049625,-0.898679,2.12151,2.865983,1.987593,0.899099,4.887465,2.034316,3.751309,0.864923,-0.738957,-2.242234,1.383696,0
481,547,2.651313,3.661422,3.063143,3.976153,7.782546,6.814989,4.170099,0.281045,4.069902,6.16651,6.074486,1.762179,2.280434,4.205037,5.768745,2.260594,6.596987,5.620853,4.505766,5.727155,6.836965,3.845029,4.653027,5.13858,-2.280836,3.239898,3.798939,1.578717,3.690604,5.884801,5.437808,5.761899,4.829962,6.781808,0.61814,4.269414,4.247008,3.528314,3.787428,3.633278,5.82773,4.477879,3.553892,5.532009,6.430128,4.600181,2.614386,3.067893,4.951454,3.293223,7.244244,5.522867,4.3004,4.407985,7.773334,2.961389,4.437811,2.666859,3.809298,8.739565,3.169951,4.369261,3.867001,4.145432,0.510356,2.265629,3.599196,2.865134,2.707998,2.397738,2.021938,2.328137,2.139219,2.634171,4.136284,6.139109,5.550131,4.577276,3.713537,4.477639,4.012261,2.075525,5.961723,7.974682,5.913136,1.91065,0.468634,6.837833,2.792006,5.105789,3.753487,3.831656,2.124321,3.844614,3.51805,3.217632,1.765913,1.973846,3.151594,4.915072,4.049588,2.364831,2.243741,2.825651,3.16639,3.053562,3.369342,-0.639381,3.002613,2.809161,1.705322,3.505707,2.141452,3.522128,1.491408,4.046904,0.534598,1.956952,2.417678,0
482,566,-1.31386,-5.12434,-5.623184,0.674397,0.978911,3.174453,-0.457581,-2.495821,-0.173152,-0.006079,1.870601,-0.356973,-4.853954,-1.721215,0.417259,-1.285948,1.330368,1.385016,-0.90481,-0.603068,1.86948,-1.406133,0.515805,0.923721,-5.024742,-1.811017,-1.526853,-2.042872,-0.565445,0.878902,0.63164,0.631703,0.784284,0.731866,-5.66808,-1.336226,1.617655,-2.845568,-0.402907,0.19142,-0.663621,0.623765,1.117585,0.557957,-0.347465,-0.906714,-3.90491,-2.85704,1.755363,-1.180369,1.862207,-2.426655,-3.037928,0.948749,3.288795,-0.974557,-1.139383,1.120114,0.427286,1.659975,1.607439,-2.620827,3.61084,-1.393639,-2.916395,-6.030201,-0.769393,-1.738446,-1.43891,1.008159,0.027863,1.930122,0.404188,-1.949348,-0.866212,1.996914,2.226336,0.218499,-1.939941,-1.274027,0.339099,-4.857141,0.522322,0.671675,0.582548,-3.923533,-4.363196,-0.814167,-0.299165,0.24135,-2.050621,0.480043,-3.803274,-0.0945,-3.358474,0.197038,-1.755988,-5.508781,-4.704378,0.285382,-0.387266,-1.286402,-5.946946,1.953579,1.897946,1.682645,-0.944761,-4.452571,-2.949051,-1.876873,0.580261,-3.360542,-0.930358,0.165105,0.051012,-1.644647,-6.067645,-3.792054,-2.425356,0
483,416,-0.343044,-4.060209,-0.969555,0.857609,-0.551448,0.386595,-1.07726,-4.182122,2.360266,1.536424,0.767995,-2.074896,-2.606523,-2.446517,0.662943,1.441708,-2.49593,-0.227524,-0.224316,0.398082,-0.522116,-1.350463,-1.023678,-0.758275,-2.800444,-1.211122,-0.977629,0.38502,1.186419,-0.414416,0.249441,1.03394,-0.660072,-0.815763,-3.852704,-1.356765,0.841664,0.577761,-0.255803,0.132387,0.195578,-1.289483,1.47683,-0.172884,-1.534983,0.508191,-0.762299,-3.552351,0.95658,1.241407,1.986393,-4.71144,-1.489533,1.118057,1.7176,0.107908,0.526585,0.419964,0.363999,1.494351,1.120232,-0.526867,-0.050389,-0.753385,-0.072983,-4.334672,-0.736384,-0.98293,-0.903429,-0.611914,-0.491364,0.045609,1.340402,-0.5962,0.012012,1.802492,0.228495,-0.854206,-1.236299,-3.952918,-0.361245,-3.285413,-0.688364,-1.06966,-0.148035,-4.239733,-2.915543,-0.595289,0.258073,-0.494945,-1.74052,1.403624,-2.354058,-0.684087,-1.206935,-1.961584,-1.141476,-3.277882,-2.847275,-1.485067,-2.181999,-1.93174,-3.538362,0.096634,0.760085,0.146079,0.718145,2.573532,-2.511717,-1.145378,0.892294,1.874449,1.448023,0.131237,0.676261,-0.146014,-2.807095,-0.506088,-1.172506,0
484,484,-0.602568,-4.02632,-2.328557,0.707187,0.103263,-0.178636,-0.688213,-1.463361,-0.643113,1.002637,0.551203,-0.256291,-2.752293,-3.960676,0.52308,-0.462286,1.563888,0.470649,-0.15829,2.969226,0.628767,-4.202253,-1.937349,2.019174,-4.932811,-0.90722,-0.388381,-1.285102,-1.066538,-0.362639,-1.686009,-0.144284,0.678011,-0.986766,-5.708403,0.629636,1.746075,-1.585197,-2.303118,-1.550278,0.251052,-3.506176,1.185233,-0.291427,-0.639151,-2.215911,-2.079136,-3.034142,1.682071,-0.796456,0.671055,-4.039142,-1.170515,1.833396,0.930292,-1.562891,-0.551921,0.868612,0.533941,-2.476478,-1.358925,-1.071638,4.17693,-1.853744,-1.038871,-2.95299,-0.029069,-1.167871,-5.460549,-0.204576,0.956195,2.000225,3.438214,1.890458,0.219979,1.577334,0.61279,0.629765,-2.769275,0.745615,1.43229,-1.752886,1.442591,1.531601,0.237471,-2.873606,-6.769894,-0.780685,0.15272,-0.280039,2.358646,0.583309,-3.775181,0.556701,-2.05024,0.682292,-2.97511,-4.235322,-3.213799,-3.02191,-2.016512,-2.270777,-5.425945,1.993014,1.917085,3.15415,-0.120981,-1.846364,-3.476534,0.401374,1.995822,-0.54856,1.815969,1.049716,2.090764,-0.616525,-1.85024,-3.511191,-2.03986,0
