Version,Set,Item1,Item2,Item3,Item4,Item5
128,7,25,13,17,27,4
128,8,15,5,11,23,13
128,9,29,18,6,23,1
128,10,24,26,6,7,8
128,11,22,11,19,10,2
128,12,17,30,11,15,24
128,13,5,14,21,24,28
128,14,10,27,14,26,9
128,15,26,23,28,2,3
128,16,13,30,3,12,7
128,17,2,29,20,21,12
128,18,16,25,17,19,21
129,1,8,28,23,22,14
129,2,11,22,10,30,29
129,3,8,9,25,5,23
129,4,6,12,2,17,28
129,5,18,7,24,9,10
129,6,12,18,13,25,20
129,7,29,24,8,13,19
129,8,3,22,7,29,5
129,9,18,2,5,6,16
129,10,13,12,27,11,14
129,11,25,16,14,3,27
129,12,7,21,15,1,17
129,13,21,6,26,4,30
129,14,30,28,23,16,15
129,15,20,11,1,19,26
129,16,9,4,3,19,24
129,17,26,15,21,27,4
129,18,10,17,1,20,2
130,1,4,20,5,14,10
130,2,19,2,27,18,30
130,3,15,14,25,6,11
130,4,5,13,2,7,27
130,5,28,10,13,26,18
130,6,2,29,4,3,25
130,7,12,19,11,8,21
130,8,17,18,9,16,29
130,9,16,9,22,21,6
130,10,4,8,28,17,11
130,11,1,21,12,10,23
130,12,3,5,15,12,24
130,13,6,7,20,9,15
130,14,24,16,14,30,1
130,15,22,23,19,27,17
130,16,7,25,23,29,26
130,17,1,3,8,13,26
130,18,20,24,30,28,22
131,1,17,1,10,30,7
131,2,7,4,16,12,30
131,3,22,13,4,25,9
131,4,21,8,18,5,15
131,5,13,10,28,25,19
131,6,23,3,24,11,18
131,7,27,22,15,1,29
131,8,16,11,3,2,27
131,9,12,26,22,4,5
131,10,29,21,1,28,6
131,11,2,12,9,26,28
131,12,25,30,18,5,11
131,13,10,6,27,8,20
131,14,3,20,16,23,19
131,15,6,17,8,24,7
131,16,14,21,17,20,13
131,17,14,19,2,26,15
131,18,24,14,29,9,23
132,1,9,30,19,6,3
132,2,30,23,5,10,8
132,3,18,2,21,14,4
132,4,28,29,13,21,25
132,5,5,1,19,24,9
132,6,15,4,27,28,20
132,7,28,15,25,3,7
132,8,27,24,12,22,2
132,9,19,18,7,14,22
132,10,26,5,13,17,3
132,11,11,27,20,29,10
132,12,12,15,10,18,17
132,13,6,2,11,13,1
132,14,23,16,4,11,1
132,15,8,29,16,7,14
132,16,24,25,26,16,21
132,17,20,9,30,8,12
132,18,17,26,6,22,23
133,1,7,8,9,25,27
133,2,22,25,8,2,30
133,3,18,1,20,3,26
133,4,30,11,17,26,14
133,5,18,28,12,9,16
133,6,19,20,22,15,16
133,7,13,19,30,17,29
133,8,1,27,3,10,21
133,9,4,6,29,3,8
133,10,21,22,28,5,11
133,11,5,25,1,20,2
133,12,11,10,14,13,9
133,13,15,12,6,23,14
133,14,27,4,18,23,5
133,15,23,7,24,21,13
133,16,10,24,2,4,15
133,17,26,7,29,12,19
133,18,16,17,24,6,28
134,1,16,23,13,19,10
134,2,2,9,23,7,20
134,3,9,22,27,18,6
134,4,8,26,28,27,30
134,5,14,5,25,19,6
134,6,25,12,4,1,17
134,7,29,16,26,2,18
134,8,17,19,9,21,4
134,9,26,21,11,5,20
134,10,2,28,14,29,24
134,11,3,17,23,11,12
134,12,6,3,10,30,22
134,13,7,3,15,8,21
134,14,13,14,8,28,1
134,15,12,27,11,15,24
134,16,25,13,18,24,20
134,17,15,29,5,16,30
134,18,4,10,7,22,1
135,1,20,14,17,7,10
135,2,24,4,26,19,8
135,3,9,11,21,15,13
135,4,28,23,9,14,26
135,5,5,6,7,4,12
135,6,22,20,3,13,12
135,7,23,16,2,8,22
135,8,19,1,6,27,24
135,9,8,21,20,29,18
135,10,11,4,22,25,29
135,11,11,28,16,6,7
135,12,1,15,25,10,18
135,13,30,24,1,15,17
135,14,21,30,14,27,23
135,15,27,13,26,5,16
135,16,3,18,30,12,28
135,17,10,2,19,3,25
135,18,29,5,17,9,2
136,1,3,16,21,30,5
136,2,16,25,12,17,23
136,3,17,8,15,22,28
136,4,4,28,23,20,19
136,5,21,10,13,2,6
136,6,28,25,20,6,27
136,7,14,5,3,9,4
136,8,10,26,15,6,29
136,9,26,18,7,11,13
136,10,2,15,12,14,19
136,11,5,8,24,10,9
136,12,7,11,2,18,27
136,13,25,7,30,26,9
136,14,30,20,4,24,13
136,15,27,29,8,1,12
136,16,23,22,21,1,29
136,17,19,1,11,16,14
136,18,22,24,18,17,3
137,1,12,13,19,7,30
137,2,18,12,5,1,14
137,3,1,26,16,4,15
137,4,13,9,1,11,8
137,5,28,27,17,10,5
137,6,15,3,10,21,22
137,7,8,6,25,23,26
137,8,29,23,19,18,3
137,9,24,17,27,26,21
137,10,9,14,29,20,17
137,11,9,30,22,25,2
137,12,6,27,3,13,16
137,13,14,22,20,16,7
137,14,18,21,24,12,25
137,15,4,23,28,7,10
137,16,20,19,15,8,11
137,17,29,2,6,30,4
137,18,24,11,5,28,2
138,1,27,5,21,25,14
138,2,1,2,26,20,3
138,3,11,3,4,29,27
138,4,14,26,22,12,13
138,5,17,14,8,4,18
138,6,20,12,9,3,8
138,7,25,10,12,11,16
138,8,22,30,11,28,1
138,9,10,18,24,29,7
138,10,15,19,29,5,28
138,11,13,17,16,2,8
138,12,7,30,6,21,1
138,13,19,28,16,9,21
138,14,30,20,23,18,5
138,15,23,9,27,24,22
138,16,6,26,10,17,19
138,17,23,13,2,15,4
138,18,15,7,25,6,24
139,1,18,15,13,29,28
139,2,5,13,22,23,10
139,3,3,1,17,9,25
139,4,12,6,24,5,20
139,5,21,8,18,22,11
139,6,25,29,30,20,15
139,7,2,11,7,19,17
139,8,16,10,2,30,26
139,9,24,16,28,4,3
139,10,7,3,12,27,21
139,11,26,12,28,19,27
139,12,2,4,20,16,21
139,13,8,17,25,26,5
139,14,27,7,14,13,4
139,15,8,24,30,14,10
139,16,18,6,19,22,9
139,17,29,23,1,14,6
139,18,9,1,11,15,23
140,1,16,18,23,17,6
140,2,12,28,13,8,1
140,3,19,15,8,5,3
140,4,3,24,26,23,25
140,5,14,25,29,11,26
140,6,1,2,7,24,22
140,7,20,19,27,22,17
140,8,30,14,18,2,15
140,9,21,27,13,30,12
140,10,28,9,10,4,20
140,11,28,27,25,18,10
140,12,4,5,6,7,11
140,13,22,21,1,29,19
140,14,5,26,15,9,7
140,15,10,29,21,16,9
140,16,13,16,20,17,24
140,17,11,4,12,23,30
140,18,6,14,3,8,2
141,1,17,4,26,10,11
141,2,2,28,22,3,7
141,3,19,21,6,25,24
141,4,16,25,5,1,18
141,5,24,17,14,21,15
141,6,27,8,15,12,16
141,7,17,30,8,7,23
141,8,1,18,4,27,19
141,9,26,20,1,7,16
141,10,20,22,10,28,14
141,11,6,20,14,11,23
141,12,11,24,3,13,29
141,13,29,6,9,13,27
141,14,9,18,30,28,26
141,15,30,19,5,3,13
141,16,23,2,9,21,12
141,17,8,5,2,10,29
141,18,12,15,4,25,22
142,1,25,29,16,20,8
142,2,5,1,23,2,28
142,3,4,22,24,30,29
142,4,13,15,18,1,6
142,5,7,10,13,8,19
142,6,10,12,19,24,9
142,7,11,12,21,18,17
142,8,15,3,27,26,20
142,9,3,11,10,19,4
142,10,14,9,16,6,25
142,11,22,21,26,6,5
142,12,28,7,29,12,17
142,13,26,23,24,2,18
142,14,1,9,17,27,30
142,15,27,16,3,14,23
142,16,21,8,28,4,25
142,17,30,20,11,15,2
142,18,5,13,7,22,14
143,1,9,13,18,20,3
143,2,10,24,1,3,14
143,3,4,16,15,18,7
143,4,8,11,22,15,6
143,5,29,10,5,12,18
143,6,17,3,30,28,6
143,7,6,17,9,2,4
143,8,23,7,29,27,19
143,9,24,27,8,30,10
143,10,19,14,30,26,16
143,11,16,5,11,1,24
143,12,2,7,12,28,20
143,13,14,4,21,29,26
143,14,25,22,27,11,9
143,15,12,1,8,26,22
143,16,17,19,2,25,13
143,17,20,23,13,5,21
143,18,15,28,25,21,23
144,1,21,6,10,16,11
144,2,20,2,19,18,21
144,3,24,8,28,23,11
144,4,18,4,23,19,8
144,5,19,29,5,11,27
144,6,25,30,22,16,12
144,7,26,29,20,24,28
144,8,5,27,17,29,2
144,9,13,16,14,28,15
144,10,7,25,3,10,9
144,11,22,10,23,17,15
144,12,3,12,17,22,5
144,13,27,25,2,14,1
144,14,21,1,7,9,30
144,15,7,26,18,8,3
144,16,15,30,4,13,9
144,17,13,26,6,1,4
144,18,12,20,24,6,14
145,1,16,19,4,1,22
145,2,9,28,15,27,26
145,3,14,18,25,30,10
145,4,28,6,11,5,18
145,5,1,23,12,8,29
145,6,24,15,16,7,5
145,7,3,17,20,21,4
145,8,11,14,7,25,17
145,9,30,24,21,17,13
145,10,2,13,22,6,29
145,11,29,3,1,30,28
145,12,10,2,3,15,12
145,13,4,22,27,24,18
145,14,8,19,6,20,11
145,15,16,9,2,5,8
145,16,23,13,21,10,26
145,17,27,25,20,23,7
145,18,26,14,9,19,12
146,1,22,21,28,13,8
146,2,6,30,26,10,20
146,3,28,2,11,19,30
146,4,18,3,23,9,24
146,5,22,18,29,3,16
146,6,3,17,6,26,25
146,7,13,11,9,23,1
146,8,17,29,19,16,15
146,9,19,5,24,20,7
146,10,25,11,5,12,13
146,11,10,8,7,1,27
146,12,15,21,14,4,27
146,13,12,28,8,14,4
146,14,1,20,18,17,15
146,15,6,16,12,27,10
146,16,4,23,25,5,30
146,17,21,7,29,9,2
146,18,26,24,14,2,22
147,1,2,4,13,8,24
147,2,30,22,19,25,20
147,3,20,1,10,17,16
147,4,9,5,17,22,20
147,5,23,15,1,3,2
147,6,18,7,27,13,28
147,7,9,6,24,12,19
147,8,29,21,4,25,3
147,9,11,26,12,18,2
147,10,5,14,28,21,1
147,11,7,29,13,14,17
147,12,8,10,18,6,21
147,13,16,9,4,24,28
147,14,26,22,15,11,23
147,15,23,12,30,7,6
147,16,27,26,16,3,11
147,17,14,8,27,30,5
147,18,10,19,29,15,25
148,1,7,15,1,21,24
148,2,22,16,7,28,17
148,3,12,27,20,4,23
148,4,25,11,8,18,17
148,5,24,12,16,29,30
148,6,19,25,26,13,1
148,7,13,2,3,10,16
148,8,11,3,14,20,13
148,9,2,28,25,7,4
148,10,18,23,19,30,14
148,11,29,9,11,14,10
148,12,30,5,15,3,6
148,13,17,12,26,23,21
148,14,8,20,5,29,26
148,15,5,28,22,19,10
148,16,6,24,2,21,27
148,17,15,27,9,22,8
148,18,4,6,1,9,18
149,1,3,4,19,26,7
149,2,18,17,30,15,9
149,3,1,5,14,24,3
149,4,8,30,13,9,26
149,5,1,18,2,12,22
149,6,23,13,10,4,5
149,7,11,24,17,27,29
149,8,14,10,7,22,12
149,9,15,10,24,11,25
149,10,21,18,16,2,5
149,11,20,2,23,29,25
149,12,28,8,25,12,3
149,13,7,26,21,11,30
149,14,13,6,28,27,20
149,15,17,27,22,4,14
149,16,9,20,21,16,19
149,17,29,16,6,8,23
149,18,28,1,15,19,6
150,1,19,13,12,1,24
150,2,25,8,20,7,16
150,3,21,19,28,14,18
150,4,12,29,9,5,7
150,5,14,11,23,3,22
150,6,5,17,4,2,6
150,7,6,3,26,16,27
150,8,3,9,7,23,15
150,9,4,15,29,26,12
150,10,2,14,8,15,19
150,11,30,2,11,28,9
150,12,27,23,17,10,28
150,13,22,30,6,16,29
150,14,13,21,10,17,8
150,15,24,22,18,13,25
150,16,20,4,30,1,11
150,17,5,1,27,25,21
150,18,10,18,26,24,20
151,1,16,17,14,20,12
151,2,26,7,28,18,29
151,3,16,27,23,30,19
151,4,19,22,3,6,21
151,5,14,23,9,8,13
151,6,12,28,3,21,11
151,7,22,20,5,26,15
151,8,6,25,9,14,7
151,9,9,21,22,25,4
151,10,17,24,8,19,1
151,11,27,15,24,7,2
151,12,4,25,17,12,30
151,13,20,29,18,10,1
151,14,23,5,6,24,28
151,15,10,8,2,30,3
151,16,1,26,27,2,18
151,17,11,13,16,5,15
151,18,29,11,10,13,4
152,1,15,14,21,2,10
152,2,24,16,26,28,14
152,3,11,8,20,22,27
152,4,8,30,15,6,13
152,5,26,9,4,24,8
152,6,25,1,10,23,22
152,7,7,10,5,4,16
152,8,2,19,25,13,26
152,9,12,6,11,7,1
152,10,30,3,25,27,5
152,11,21,7,23,20,2
152,12,3,4,19,11,18
152,13,5,12,29,9,27
152,14,14,21,30,29,24
152,15,28,3,1,17,9
152,16,18,6,12,19,17
152,17,20,22,28,15,29
152,18,16,17,13,18,23
153,1,7,30,19,17,11
153,2,19,23,22,3,24
153,3,24,4,15,20,12
153,4,18,5,30,9,20
153,5,15,14,18,6,4
153,6,8,1,3,29,7
153,7,2,12,8,21,16
153,8,30,26,1,28,10
153,9,28,29,14,13,3
153,10,10,19,27,12,9
153,11,26,2,5,22,17
153,12,17,25,29,15,23
153,13,9,10,11,6,2
153,14,4,16,1,5,14
153,15,21,11,16,25,24
153,16,13,20,6,25,28
153,17,22,13,7,27,18
153,18,23,27,21,8,26
154,1,17,12,13,2,11
154,2,29,22,9,11,21
154,3,28,15,12,21,30
154,4,3,18,20,11,8
154,5,12,9,26,16,23
154,6,1,7,20,23,13
154,7,25,14,10,26,19
154,8,27,2,4,16,3
154,9,19,29,2,1,25
154,10,8,19,15,7,5
154,11,6,20,3,14,27
154,12,21,7,17,4,6
154,13,29,24,6,10,23
154,14,9,28,16,18,25
154,15,10,17,28,15,5
154,16,14,5,24,18,8
154,17,13,24,27,30,22
154,18,4,26,22,1,30
155,1,23,28,25,24,2
155,2,16,8,17,30,29
155,3,19,4,8,28,16
155,4,30,23,29,4,18
155,5,20,24,19,9,2
155,6,2,6,8,22,28
155,7,5,13,11,26,21
155,8,24,3,7,17,26
155,9,12,10,4,20,13
155,10,5,21,23,19,1
155,11,18,7,12,14,22
155,12,27,26,29,15,6
155,13,21,30,14,10,20
155,14,7,11,16,22,10
155,15,25,6,5,12,3
155,16,15,9,13,1,14
155,17,1,27,17,3,9
155,18,11,18,25,27,15
156,1,28,27,11,13,19
156,2,3,20,30,23,9
156,3,22,16,19,30,13
156,4,26,11,14,23,17
156,5,30,23,2,14,7
156,6,7,15,24,9,4
156,7,6,1,24,29,11
156,8,27,4,21,6,16
156,9,20,2,26,5,6
156,10,22,9,18,5,10
156,11,1,25,20,8,4
156,12,29,28,7,25,26
156,13,8,25,27,10,12
156,14,14,22,5,8,12
156,15,16,12,15,3,1
156,16,3,29,21,18,13
156,17,10,15,2,19,17
156,18,24,21,18,17,28
157,1,13,5,4,3,19
157,2,15,16,23,11,20
157,3,25,14,9,6,17
157,4,2,3,22,24,25
157,5,26,30,12,21,1
157,6,4,1,2,11,14
157,7,11,10,28,12,24
157,8,21,23,15,28,22
157,9,9,13,16,26,25
157,10,27,16,1,2,29
157,11,6,17,29,20,22
157,12,23,19,18,27,12
157,13,18,8,30,26,15
157,14,17,5,9,7,8
157,15,14,19,4,29,27
157,16,13,18,6,10,7
157,17,10,8,3,7,21
157,18,24,30,28,20,5
158,1,5,14,25,16,17
158,2,22,3,13,2,12
158,3,17,13,27,7,20
158,4,1,27,10,5,30
158,5,7,18,19,16,6
158,6,9,7,30,11,2
158,7,23,22,10,1,6
158,8,12,2,21,18,25
158,9,11,29,23,8,5
158,10,19,26,22,4,23
158,11,4,11,20,21,15
158,12,6,15,3,8,30
158,13,26,17,10,4,28
158,14,28,21,14,9,3
158,15,25,15,24,29,13
158,16,16,24,26,14,18
158,17,20,12,29,19,9
158,18,8,1,28,24,27
159,1,2,14,13,23,8
159,2,15,10,22,27,14
159,3,21,13,9,22,16
159,4,1,9,17,15,18
159,5,3,5,7,4,23
159,6,3,20,24,16,10
159,7,18,25,8,20,19
159,8,30,28,27,25,7
159,9,13,2,16,28,30
159,10,5,25,12,15,7
159,11,23,27,17,12,24
159,12,19,8,11,3,26
159,13,29,4,18,10,30
159,14,22,11,4,12,29
159,15,26,6,5,19,21
159,16,24,21,1,17,11
159,17,14,20,6,1,28
159,18,2,6,26,9,29
160,1,15,28,2,18,3
160,2,30,19,14,17,3
160,3,11,18,23,27,16
160,4,10,22,17,26,4
160,5,27,18,20,2,5
160,6,25,23,19,21,6
160,7,19,9,5,24,10
160,8,6,30,12,14,11
160,9,20,7,21,27,26
160,10,20,1,30,25,22
160,11,17,29,8,2,21
160,12,29,7,1,13,14
160,13,4,24,8,28,9
160,14,8,16,7,22,1
160,15,15,4,6,13,24
160,16,12,3,15,16,26
160,17,9,25,11,23,10
160,18,28,12,13,29,5
161,1,18,3,25,21,29
161,2,13,17,4,30,27
161,3,16,28,11,5,19
161,4,17,26,13,12,1
161,5,26,19,28,22,27
161,6,11,9,27,6,8
161,7,12,8,18,14,20
161,8,17,15,5,11,2
161,9,16,21,30,29,24
161,10,7,5,26,18,6
161,11,8,10,21,1,15
161,12,2,14,25,10,4
161,13,28,22,24,23,14
161,14,4,1,23,7,9
161,15,9,29,3,20,22
161,16,24,30,19,15,7
161,17,6,10,3,25,13
161,18,23,2,20,16,12
162,1,18,4,2,9,13
162,2,25,16,22,17,15
162,3,12,17,9,19,20
162,4,27,26,29,14,9
162,5,1,24,26,8,25
162,6,23,6,16,8,17
162,7,29,23,10,28,18
162,8,21,12,30,3,10
162,9,3,27,15,5,23
162,10,30,5,14,4,25
162,11,24,13,20,26,11
162,12,3,11,1,18,28
162,13,14,4,7,21,16
162,14,22,19,29,7,8
162,15,11,22,6,30,2
162,16,19,20,15,13,21
162,17,5,1,12,6,28
162,18,7,27,10,24,2
163,1,29,25,17,5,13
163,2,7,20,4,12,28
163,3,4,8,27,2,21
163,4,24,6,3,4,12
163,5,14,18,11,22,19
163,6,10,16,6,1,20
163,7,20,10,5,11,30
163,8,28,30,9,27,16
163,9,18,17,25,3,1
163,10,15,28,14,29,17
163,11,2,24,23,19,7
163,12,5,21,24,9,22
163,13,10,1,19,2,26
163,14,26,15,9,23,16
163,15,13,26,8,12,22
163,16,30,13,18,23,8
163,17,6,29,15,14,27
163,18,25,11,21,7,3
164,1,16,3,8,29,5
164,2,22,25,6,24,30
164,3,27,12,21,10,18
164,4,17,2,22,20,4
164,5,10,7,28,26,20
164,6,27,14,20,3,24
164,7,4,6,25,28,19
164,8,5,4,16,24,18
164,9,29,2,12,30,23
164,10,21,23,13,17,28
164,11,9,13,3,15,19
164,12,21,5,23,26,14
164,13,1,9,2,14,12
164,14,8,17,19,6,11
164,15,1,11,7,16,29
164,16,7,8,10,13,9
164,17,30,26,11,18,15
164,18,15,22,1,25,27
165,1,20,10,17,15,29
165,2,6,7,18,12,15
165,3,25,23,27,11,20
165,4,3,24,1,30,17
165,5,19,29,4,1,21
165,6,22,21,5,6,2
165,7,30,18,7,17,22
165,8,12,11,24,8,25
165,9,14,10,13,24,23
165,10,28,20,9,8,11
165,11,19,12,14,10,16
165,12,13,19,27,5,1
165,13,8,14,15,4,7
165,14,23,3,26,4,5
165,15,9,28,22,21,3
165,16,16,27,2,25,26
165,17,13,16,18,9,6
165,18,29,30,28,26,2
166,1,7,29,12,22,24
166,2,2,18,6,28,14
166,3,24,15,2,19,5
166,4,20,3,29,13,4
166,5,2,7,3,15,8
166,6,3,19,30,20,17
166,7,28,5,17,27,10
166,8,18,9,29,25,24
166,9,11,14,16,17,21
166,10,9,4,25,23,15
166,11,6,20,21,1,23
166,12,27,13,19,16,12
166,13,26,28,1,12,25
166,14,11,22,4,26,14
166,15,8,30,5,16,1
166,16,18,8,10,23,22
166,17,26,21,13,10,11
166,18,30,27,7,9,6
167,1,5,26,24,29,18
167,2,14,25,5,6,13
167,3,21,24,8,27,17
167,4,23,6,28,8,29
167,5,23,17,26,3,7
167,6,12,11,21,5,9
167,7,22,27,28,19,3
167,8,16,14,20,7,25
167,9,1,9,14,30,8
167,10,17,23,2,1,4
167,11,16,2,22,15,20
167,12,18,1,13,22,7
167,13,4,16,11,28,3
167,14,15,24,11,13,6
167,15,10,12,4,18,27
167,16,9,29,19,2,10
167,17,25,10,30,21,19
167,18,12,15,30,20,26
168,1,5,22,29,11,27
168,2,19,18,17,11,7
168,3,28,13,24,2,1
168,4,8,15,16,10,28
168,5,15,9,23,19,25
168,6,27,2,9,14,3
168,7,3,23,10,19,14
168,8,25,20,18,5,8
168,9,2,26,20,13,21
168,10,7,21,20,18,24
168,11,26,16,12,9,17
168,12,4,25,22,13,30
168,13,14,12,1,22,5
168,14,12,7,23,28,30
168,15,21,1,15,29,11
168,16,17,6,27,4,29
168,17,6,4,8,30,26
168,18,10,3,6,24,16
169,1,13,16,7,25,27
169,2,30,19,14,21,29
169,3,29,1,16,11,19
169,4,3,11,25,7,2
169,5,22,15,9,26,10
169,6,29,8,12,3,13
169,7,24,17,26,8,14
169,8,1,22,3,6,23
169,9,15,30,2,5,12
169,10,10,4,18,28,15
169,11,1,23,26,27,18
169,12,20,5,10,7,6
169,13,6,25,19,17,12
169,14,16,21,22,24,4
169,15,23,27,24,20,30
169,16,14,28,13,18,5
169,17,4,20,8,21,9
169,18,11,28,17,9,2
170,1,26,8,2,16,19
170,2,2,12,21,6,18
170,3,9,30,16,5,23
170,4,20,19,28,22,8
170,5,25,14,3,20,29
170,6,13,22,30,15,21
170,7,18,26,6,3,9
170,8,6,10,11,1,24
170,9,5,3,4,30,27
170,10,11,29,12,4,23
170,11,22,5,7,17,28
170,12,19,9,1,24,4
170,13,15,13,14,1,20
170,14,18,2,17,10,16
170,15,26,7,29,25,10
170,16,27,7,15,14,11
170,17,24,17,23,12,13
170,18,21,28,27,8,25
171,1,28,20,16,12,3
171,2,1,4,5,17,26
171,3,17,24,3,18,15
171,4,9,5,10,29,13
171,5,24,29,26,27,22
171,6,5,21,15,23,19
171,7,3,10,30,2,11
171,8,8,12,27,11,14
171,9,7,2,14,30,24
171,10,20,6,23,2,22
171,11,8,13,6,29,17
171,12,9,18,20,27,1
171,13,12,8,25,16,15
171,14,28,26,25,21,1
171,15,19,30,28,23,18
171,16,25,11,22,10,4
171,17,7,9,21,6,14
171,18,13,19,7,4,16
172,1,11,1,12,7,5
172,2,10,12,29,15,30
172,3,24,25,5,20,2
172,4,22,17,9,25,21
172,5,16,24,1,8,6
172,6,17,27,21,30,10
172,7,21,3,8,5,7
172,8,30,6,18,26,25
172,9,29,16,23,28,7
172,10,14,17,20,19,26
172,11,22,19,24,9,12
172,12,23,20,4,11,8
172,13,3,14,18,22,16
172,14,4,15,19,27,6
172,15,27,23,13,14,10
172,16,2,18,4,29,28
172,17,1,13,2,3,15
172,18,28,26,11,13,9
173,1,17,6,16,9,21
173,2,12,18,25,2,21
173,3,2,22,27,13,8
173,4,25,3,29,19,27
173,5,7,10,22,17,6
173,6,1,4,8,10,20
173,7,21,28,13,20,19
173,8,13,30,11,23,17
173,9,5,24,15,22,28
173,10,10,1,30,26,3
173,11,6,14,12,4,28
173,12,14,29,8,18,9
173,13,30,5,16,25,23
173,14,26,7,29,15,20
173,15,18,11,19,24,7
173,16,16,15,24,27,4
173,17,23,9,1,3,12
173,18,11,2,5,14,26
174,1,29,22,5,1,18
174,2,30,14,28,19,1
174,3,4,12,7,26,22
174,4,23,16,2,21,29
174,5,27,16,1,7,2
174,6,8,23,14,10,22
174,7,4,13,9,7,30
174,8,27,21,10,12,20
174,9,21,18,26,16,13
174,10,15,9,6,28,11
174,11,25,23,14,15,26
174,12,20,30,12,29,24
174,13,19,25,10,9,24
174,14,11,27,17,18,5
174,15,15,25,28,4,17
174,16,13,8,3,6,24
174,17,6,20,11,5,3
174,18,17,3,19,8,2
175,1,22,11,30,20,16
175,2,17,1,15,21,29
175,3,24,21,25,14,11
175,4,2,15,6,1,30
175,5,18,8,22,30,15
175,6,3,24,7,26,21
175,7,5,10,4,2,9
175,8,12,17,13,16,14
175,9,26,8,10,11,12
175,10,29,19,18,9,20
175,11,7,5,23,13,19
175,12,10,28,3,16,4
175,13,28,4,2,12,25
175,14,9,27,3,22,14
175,15,8,13,5,25,1
175,16,7,6,27,28,23
175,17,20,23,24,17,18
175,18,19,26,29,6,27
176,1,14,29,17,4,5
176,2,16,29,6,25,22
176,3,12,17,9,15,27
176,4,5,28,9,24,8
176,5,15,18,21,23,8
176,6,25,7,8,19,30
176,7,28,14,20,1,16
176,8,13,11,22,18,10
176,9,10,7,28,3,21
176,10,21,12,18,19,4
176,11,30,20,26,27,13
176,12,26,24,23,6,4
176,13,11,27,16,24,30
176,14,3,2,13,29,5
176,15,2,25,26,20,9
176,16,14,10,7,2,17
176,17,23,15,11,3,1
176,18,19,1,12,22,6
177,1,8,19,16,5,15
177,2,24,5,15,13,12
177,3,29,12,9,23,7
177,4,16,6,10,18,13
177,5,9,16,1,7,26
177,6,22,2,19,26,23
177,7,22,21,27,28,2
177,8,18,30,25,14,3
177,9,29,23,24,10,25
177,10,20,6,21,14,5
177,11,25,9,13,11,28
177,12,4,28,30,11,29
177,13,27,26,17,8,3
177,14,3,22,20,12,7
177,15,1,20,15,17,10
177,16,6,4,8,30,17
177,17,27,1,4,21,18
177,18,11,2,14,24,19
178,1,1,5,25,10,27
178,2,26,30,23,5,10
178,3,28,14,17,15,26
178,4,19,24,20,6,28
178,5,21,8,14,23,12
178,6,13,3,12,25,6
178,7,20,22,13,4,23
178,8,16,26,4,21,5
178,9,9,3,30,21,24
178,10,17,25,7,20,18
178,11,8,1,18,2,11
178,12,14,29,1,22,30
178,13,15,4,3,11,19
178,14,2,7,6,8,29
178,15,17,11,22,9,16
178,16,24,13,27,28,29
178,17,10,16,18,19,12
178,18,7,27,2,15,9
179,1,18,26,8,28,22
179,2,12,19,5,17,27
179,3,6,14,23,27,25
179,4,30,18,9,13,4
179,5,23,4,3,16,2
179,6,14,24,19,1,13
179,7,6,15,21,30,22
179,8,10,21,26,6,19
179,9,9,10,29,16,20
179,10,5,17,28,3,22
179,11,4,25,5,7,20
179,12,3,18,26,29,15
179,13,21,17,11,13,1
179,14,20,8,29,27,11
179,15,30,28,11,12,7
179,16,23,12,25,1,2
179,17,10,9,24,2,8
179,18,16,7,15,24,14
180,1,7,10,28,15,13
180,2,19,30,21,29,7
180,3,25,16,19,8,3
180,4,18,3,14,5,9
180,5,15,11,29,25,16
180,6,12,6,10,14,5
180,7,22,8,24,4,25
180,8,27,22,11,23,28
180,9,13,2,17,10,30
180,10,11,5,6,2,26
180,11,2,15,30,16,20
180,12,1,9,7,4,6
180,13,4,27,1,18,14
180,14,13,20,28,26,1
180,15,26,19,12,27,24
180,16,17,23,24,9,18
180,17,29,23,21,17,8
180,18,12,21,22,20,3
181,1,26,9,23,3,11
181,2,5,24,16,22,26
181,3,24,3,6,30,17
181,4,8,16,20,12,24
181,5,2,13,27,6,21
181,6,16,22,14,21,1
181,7,19,10,4,14,15
181,8,28,25,10,9,23
181,9,30,12,25,18,27
181,10,18,4,20,11,19
181,11,22,1,17,7,25
181,12,6,15,9,23,20
181,13,13,29,2,26,12
181,14,14,7,2,19,11
181,15,7,27,8,5,15
181,16,8,28,1,21,10
181,17,3,13,4,17,29
181,18,28,5,18,30,29
182,1,26,30,7,28,3
182,2,25,15,13,12,17
182,3,9,30,12,8,14
182,4,23,7,22,13,19
182,5,24,18,11,7,10
182,6,20,6,16,17,28
182,7,27,20,5,16,18
182,8,22,14,10,20,2
182,9,29,26,14,4,8
182,10,21,2,5,24,4
182,11,8,16,3,23,13
182,12,28,19,30,1,23
182,13,11,4,1,12,6
182,14,15,6,26,25,18
182,15,10,29,27,3,1
182,16,24,29,15,22,21
182,17,5,11,21,25,9
182,18,27,17,19,2,9
183,1,4,21,27,10,23
183,2,21,6,7,29,16
183,3,9,26,20,14,7
183,4,1,23,24,12,17
183,5,6,27,30,8,22
183,6,17,10,8,11,26
183,7,1,22,29,9,24
183,8,19,13,16,30,5
183,9,18,2,23,28,5
183,10,25,16,22,10,30
183,11,20,25,4,27,3
183,12,3,11,24,7,14
183,13,11,25,13,2,4
183,14,15,3,19,18,21
